Name,Stock ID,Yahoo ticker,LC
Jiangxi Copper Co Ltd,CNE0000019P0,600362.SS,China
Jiangxi Copper Co Ltd,CNE1000003K3,0358.HK,Hong Kong
Jindal Stainless Ltd,INE220G01021,JSL.NS,India
Jindal Steel & Power Ltd,INE749A01030,JINDALSTEL.NS,India
Jinko Solar Co Ltd,CNE100005R96,688223.SS,China
Jio Financial Services Ltd,INE758E01017,JIOFIN.NS,India
J M Smucker Co/The,US8326964058,SJM,United States
Joby Aviation Inc,KYG651631007,JOBY,United States
Johns Lyng Group Ltd,AU000000JLG8,JLG.AX,Australia
Johnson Controls International plc,IE00BY7QL619,JCI,United States
Johnson & Johnson,US4781601046,JNJ,United States
Jointown Pharmaceutical Group Co Ltd,CNE100000W45,600998.SS,China
Jollibee Foods Corp,PHY4466S1007,,
Jones Lang LaSalle Inc,US48020Q1076,JLL,United States
JPMorgan Chase & Co,US46625H1005,JPM,United States
J Sainsbury PLC,GB00B019KW72,SBRY.L,United Kingdom
JSW Energy Ltd,INE121E01018,JSWENERGY.BO,India
JSW Steel Ltd,INE019A01038,JSWSTEEL.BO,India
Jubilant Foodworks Ltd,INE797F01020,JUBLFOOD.NS,India
Judo Capital Holdings Ltd,AU0000182271,JDO.AX,Australia
Julius Baer Group Ltd,CH0102484968,BAER.SW,Switzerland
Jumbo Interactive Ltd,AU000000JIN0,JIN.AX,Australia
JUMBO SA,GRS282183003,BELA.AT,Greece
Juneyao Airlines Co Ltd,CNE100001ZY0,603885.SS,China
Juniper Networks Inc,US48203R1041,,
Kajima Corp,JP3210200006,1812.T,Japan
KakaoBank Corp,KR7323410001,323410.KS,South Korea
Kakao Corp,KR7035720002,035720.KS,South Korea
Kalbe Farma Tbk PT,ID1000125107,KLBF.JK,Indonesia
Kalyan Jewellers India Ltd,INE303R01014,KALYANKJIL.NS,India
Kansai Electric Power Co Inc/The,JP3228600007,9503.T,Japan
Kanzhun Ltd,US48553T1060,8JN.SG,Germany
Kao Corp,JP3205800000,4452.T,Japan
Karoon Energy Ltd,AU000000KAR6,KAR.AX,Australia
Kasikornbank PCL,TH0016010017,KPCPF,United States
Kasikornbank PCL,TH0016010R14,KBANK-R.BK,Thailand
Kawasaki Kisen Kaisha Ltd,JP3223800008,9107.T,Japan
KBC Group NV,BE0003565737,KBC.BR,Belgium
KB Financial Group Inc,KR7105560007,105560.KS,South Korea
KDDI Corp,JP3496400007,9433.T,Japan
KE Holdings Inc,US4824971042,BEKE,United States
Kellanova,US4878361082,K,United States
Kelsian Group Ltd,AU0000186678,KLS.AX,Australia
Kenvue Inc,US49177J1025,KVUE,United States
Keppel Ltd,SG1U68934629,BN4.SI,Singapore
Kering SA,FR0000121485,KER.PA,France
Kerry Group PLC,IE0004906560,KRZ.IR,Ireland
Kesko Oyj,FI0009000202,,
Keurig Dr Pepper Inc,US49271V1008,KDP,United States
KeyCorp,US4932671088,KEY,United States
Keyence Corp,JP3236200006,6861.T,Japan
Keyera Corp,CA4932711001,KEY.TO,Canada
Keysight Technologies Inc,US49338L1035,KEYS,United States
KGHM Polska Miedz SA,PLKGHM000017,KGH.WA,Poland
KGI Financial Holding Co Ltd,TW0002883006,2883.TW,Taiwan
Kia Corp,KR7000270009,000270.KS,South Korea
Kikkoman Corp,JP3240400006,2801.T,Japan
Kimberly-Clark Corp,US4943681035,KMB,United States
Kimberly-Clark de Mexico SAB de CV,MXP606941179,KIMBERA.MX,Mexico
Kinder Morgan Inc,US49456B1017,KMI,United States
Kingdee International Software Group Co Ltd,KYG525681477,0268.HK,Hong Kong
Kingfisher PLC,GB0033195214,KGF.L,United Kingdom
Kingsoft Corp Ltd,KYG5264Y1089,3888.HK,Hong Kong
Kingspan Group PLC,IE0004927939,KRX.IR,Ireland
Kinross Gold Corp,CA4969024047,K.TO,Canada
Kirin Holdings Co Ltd,JP3258000003,2503.T,Japan
KKR & Co Inc,US48251W1045,KKR,United States
Klabin SA,BRKLBNCDAM18,KLBN11.SA,Brazil
KLA Corp,US4824801009,KLAC,United States
KMD Brands Ltd,NZKMDE0001S3,KMD.NZ,New Zealand
Knight-Swift Transportation Holdings Inc,US4990491049,KNX,United States
Knorr-Bremse AG,DE000KBX1006,KBX.DE,Germany
Kobe Bussan Co Ltd,JP3291200008,3038.T,Japan
KOC Holding AS,TRAKCHOL91Q8,KCHOL.IS,Turkey
Kogan.com Ltd,AU000000KGN2,KGN.AX,Australia
Komatsu Ltd,JP3304200003,6301.T,Japan
Komercni Banka AS,CZ0008019106,KOMB.PR,Czechia
Konami Group Corp,JP3300200007,9766.T,Japan
Kone Oyj,FI0009013403,KNEBV.HE,Finland
Kongsberg Gruppen ASA,NO0003043309,,
Koninklijke Ahold Delhaize NV,NL0011794037,AD.AS,Netherlands
Koninklijke KPN NV,NL0000009082,KPN.AS,Netherlands
Koninklijke Philips NV,NL0000009538,PHIA.AS,Netherlands
Korea Electric Power Corp,KR7015760002,015760.KS,South Korea
Korea Investment Holdings Co Ltd,KR7071050009,071050.KS,South Korea
Korean Air Lines Co Ltd,KR7003490000,003490.KS,South Korea
Korea Zinc Co Ltd,KR7010130003,010130.KS,South Korea
Kotak Mahindra Bank Ltd,INE237A01028,KOTAKBANK.BO,India
Kraft Heinz Co/The,US5007541064,KHC,United States
Krafton Inc,KR7259960003,259960.KS,South Korea
Kroger Co/The,US5010441013,KR,United States
Krung Thai Bank PCL,TH0150010R11,KTB-R.BK,Thailand
Krungthai Card PCL,TH0689010R18,KTC-R.BK,Thailand
KT Corp,US48268K1016,KTC.F,Germany
KT Corp,KR7030200000,030200.KS,South Korea
Kuaishou Technology,KYG532631028,1024.HK,Hong Kong
Kuala Lumpur Kepong Bhd,MYL2445OO004,2445.KL,Malaysia
Kuang-Chi Technologies Co Ltd,CNE1000018P0,002625.SZ,China
Kubota Corp,JP3266400005,6326.T,Japan
Kuehne + Nagel International AG,CH0025238863,KNIN.SW,Switzerland
Kumba Iron Ore Ltd,ZAE000085346,KIO.JO,South Africa
Kumho Petrochemical Co Ltd,KR7011780004,011780.KS,South Korea
Kunlun Energy Co Ltd,BMG5320C1082,0135.HK,Hong Kong
Kunlun Tech Co Ltd,CNE100001YF2,300418.SZ,China
Kuwait Finance House KSCP,KW0EQ0100085,KFH.KW,Kuwait
Kweichow Moutai Co Ltd,CNE0000018R8,600519.SS,China
Kyocera Corp,JP3249600002,6971.T,Japan
Kyowa Kirin Co Ltd,JP3256000005,4151.T,Japan
L3Harris Technologies Inc,US5024311095,LHX,United States
Labcorp Holdings Inc,US5049221055,LH,United States
La Francaise des Jeux SACA,FR0013451333,FDJU.PA,France
Lamb Weston Holdings Inc,US5132721045,LW,United States
Lam Research Corp,US5128073062,LRCX,United States
Largan Precision Co Ltd,TW0003008009,3008.TW,Taiwan
Larsen & Toubro Ltd,INE018A01030,LT.BO,India
Lasertec Corp,JP3979200007,6920.T,Japan
Las Vegas Sands Corp,US5178341070,LVS,United States
Latam Airlines Group SA,CL0000000423,LTM.SN,Chile
Latin Resources Ltd,AU000000LRS6,,
LB Group Co Ltd,CNE1000015M3,002601.SZ,China
Lear Corp,US5218652049,LEA,United States
Legal & General Group PLC,GB0005603997,LGEN.L,United Kingdom
Legend Biotech Corp,US52490G1022,LEGN,United States
LEG Immobilien SE,DE000LEG1110,LEG.DE,Germany
Legrand SA,FR0010307819,LR.PA,France
Leidos Holdings Inc,US5253271028,LDOS,United States
L E Lundbergforetagen AB,SE0000108847,LUND-B.ST,Sweden
Lennar Corp,US5260571048,LEN,United States
Lennox International Inc,US5261071071,LII,United States
Lenovo Group Ltd,HK0992009065,0992.HK,Hong Kong
Lens Technology Co Ltd,CNE100001YW7,300433.SZ,China
Leo Lithium Ltd,AU0000221251,,
Leonardo SpA,IT0003856405,LDO.MI,Italy
L&F Co Ltd,KR7066970005,066970.KS,South Korea
LG Chem Ltd,KR7051910008,051910.KS,South Korea
LG Chem Ltd,KR7051911006,051915.KS,South Korea
LG Corp,KR7003550001,003550.KS,South Korea
LG Display Co Ltd,KR7034220004,034220.KS,South Korea
LG Electronics Inc,KR7066570003,066570.KS,South Korea
LG Energy Solution Ltd,KR7373220003,373220.KS,South Korea
LG H&H Co Ltd,KR7051900009,051900.KS,South Korea
LG Innotek Co Ltd,KR7011070000,011070.KS,South Korea
LG Uplus Corp,KR7032640005,032640.KS,South Korea
Li Auto Inc,KYG5479M1050,2015.HK,Hong Kong
Liberty Media Corp-Liberty Formula One,US5312297550,FWONK,United States
Lifco AB,SE0015949201,SE0015949201.SG,Germany
Life360 Inc,AU0000045098,360.AX,Australia
Life Healthcare Group Holdings Ltd,ZAE000145892,LHC.JO,South Africa
Lifestyle Communities Ltd,AU000000LIC9,LIC.AX,Australia
Light & Wonder Inc,AU0000278103,LNW.AX,Australia
Linde PLC,IE000S9YS762,LIN,United States
Lingyi iTech Guangdong Co,CNE1000015L5,002600.SZ,China
Li Ning Co Ltd,KYG5496K1242,2331.HK,Hong Kong
Liontown Resources Ltd,AU000000LTR4,LTR.AX,Australia
Lite-On Technology Corp,TW0002301009,2301.TW,Taiwan
Live Nation Entertainment Inc,US5380341090,LYV,United States
LKQ Corp,US5018892084,LKQ,United States
Lloyds Banking Group PLC,GB0008706128,LLOY.L,United Kingdom
Loblaw Cos Ltd,CA5394811015,L.TO,Canada
Localiza Rent a Car SA,BRRENTACNOR4,RENT3.SA,Brazil
Loews Corp,US5404241086,L,United States
Logitech International SA,CH0025751329,LOGN.SW,Switzerland
London Stock Exchange Group PLC,GB00B0SWJX34,LSEG.L,United Kingdom
Longfor Group Holdings Ltd,KYG5635P1090,0960.HK,Hong Kong
LONGi Green Energy Technology Co Ltd,CNE100001FR6,601012.SS,China
Lonza Group AG,CH0013841017,LONN.SW,Switzerland
L'Oreal SA,FR0000120321,OR.PA,France
Lotte Chemical Corp,KR7011170008,011170.KS,South Korea
Lottery Corp Ltd/The,AU0000219529,TLC.AX,Australia
Lotus Bakeries NV,BE0003604155,LOTB.BR,Belgium
Lotus Resources Ltd,AU0000058737,LOT.AX,Australia
Louis Hachette Group,FR001400TL40,ALHG.PA,France
Lovisa Holdings Ltd,AU000000LOV7,LOV.AX,Australia
Lowe's Cos Inc,US5486611073,LOW,United States
LPL Financial Holdings Inc,US50212V1008,LPLA,United States
LPP SA,PLLPP0000011,LPP.WA,Poland
LS Electric Co Ltd,KR7010120004,010120.KS,South Korea
Lululemon Athletica Inc,US5500211090,LULU,United States
Lundin Mining Corp,CA5503721063,LUN.TO,Canada
Lupin Ltd,INE326A01037,LUPIN.BO,India
Luxshare Precision Industry Co Ltd,CNE100000TP3,002475.SZ,China
Luzhou Laojiao Co Ltd,CNE000000GF2,000568.SZ,China
LVMH Moet Hennessy Louis Vuitton SE,FR0000121014,MC.PA,France
Lycopodium Ltd,AU000000LYL7,LYL.AX,Australia
LY Corp,JP3933800009,4689.T,Japan
Lynas Rare Earths Ltd,AU000000LYC6,LYC.AX,Australia
LyondellBasell Industries NV,NL0009434992,LYB,United States
M3 Inc,JP3435750009,2413.T,Japan
Maas Group Holdings Ltd,AU0000118564,MGH.AX,Australia
Mabanee Co KPSC,KW0EQ0400725,MABANEE.KW,Kuwait
MAC Copper Ltd,AU0000319733,MAC.AX,Australia
Macmahon Holdings Ltd,AU000000MAH3,MAH.AX,Australia
Macquarie Group Ltd,AU000000MQG1,MQG.AX,Australia
Macquarie Technology Group Ltd,AU000000MAQ4,MAQ.AX,Australia
Macrotech Developers Ltd,INE670K01029,LODHA.NS,India
Mader Group Ltd,AU0000056269,MAD.AX,Australia
MA Financial Group Ltd,AU0000156218,MAF.AX,Australia
Magellan Financial Group Ltd,AU0000215808,,
Magellan Financial Group Ltd,AU000000MFG4,MFG.AX,Australia
Magna International Inc,CA5592224011,MG.TO,Canada
Magontec Ltd,AU000000MGL2,MGL.AX,Australia
Mahindra & Mahindra Ltd,INE101A01026,M&M.NS,India
Mainfreight Ltd,NZMFTE0001S9,MFT.NZ,New Zealand
MakeMyTrip Ltd,MU0295S00016,MMYT,United States
Makita Corp,JP3862400003,6586.T,Japan
Malayan Banking Bhd,MYL1155OO000,1155.KL,Malaysia
Mango Excellent Media Co Ltd,CNE100001Y83,300413.SZ,China
Manhattan Associates Inc,US5627501092,MANH,United States
Manila Electric Co,PHY5764J1483,,
Mankind Pharma Ltd,INE634S01028,MANKIND.NS,India
Manulife Financial Corp,CA56501R1064,MFC.TO,Canada
Marathon Petroleum Corp,US56585A1025,MPC,United States
Marico Ltd,INE196A01026,MARICO.BO,India
Markel Group Inc,US5705351048,MKL,United States
MarketAxess Holdings Inc,US57060D1081,MKTX,United States
Marks & Spencer Group PLC,GB0031274896,MKS.L,United Kingdom
Marriott International Inc/MD,US5719032022,MAR,United States
Marsh & McLennan Cos Inc,US5717481023,MMC,United States
Martin Marietta Materials Inc,US5732841060,MLM,United States
Marubeni Corp,JP3877600001,8002.T,Japan
Maruti Suzuki India Ltd,INE585B01010,MARUTI.NS,India
Marvell Technology Inc,US5738741041,MRVL,United States
Masco Corp,US5745991068,MAS,United States
Mastercard Inc,US57636Q1040,MA,United States
Match Group Inc,US57667L1070,MTCH,United States
MatsukiyoCocokara & Co,JP3869010003,3088.T,Japan
Max Healthcare Institute Ltd,INE027H01010,MAXHEALTH.BO,India
Maxis Bhd,MYL6012OO008,6012.KL,Malaysia
Maxscend Microelectronics Co Ltd,CNE100003QK4,300782.SZ,China
Mayne Pharma Group Ltd,AU000000MYX0,MYX.AX,Australia
Mazda Motor Corp,JP3868400007,7261.T,Japan
mBank SA,PLBRE0000012,MBK.WA,Poland
McCormick & Co Inc/MD,US5797802064,MKC,United States
McDonald's Corp,US5801351017,MCD,United States
McDonald's Holdings Co Japan Ltd,JP3750500005,2702.T,Japan
McKesson Corp,US58155Q1031,MCK,United States
McMillan Shakespeare Ltd,AU000000MMS5,MMS.AX,Australia
MediaTek Inc,TW0002454006,2454.TW,Taiwan
Medibank Pvt Ltd,AU000000MPL3,MPL.AX,Australia
Mediobanca Banca di Credito Finanziario SpA,IT0000062957,MB.MI,Italy
Medtronic PLC,IE00BTN1Y115,MDT,United States
Mega Financial Holding Co Ltd,TW0002886009,2886.TW,Taiwan
Megaport Ltd,AU000000MP15,MP1.AX,Australia
MEIJI Holdings Co Ltd,JP3918000005,2269.T,Japan
Meituan,KYG596691041,3690.HK,Hong Kong
Melrose Industries PLC,GB00BNGDN821,MRO.L,United Kingdom
MercadoLibre Inc,US58733R1023,MELI,United States
Mercedes-Benz Group AG,DE0007100000,MBG.DE,Germany
Merck & Co Inc,US58933Y1055,MRK,United States
Merck KGaA,DE0006599905,MRK.DE,Germany
Mercury NZ Ltd,NZMRPE0001S2,MCY.NZ,New Zealand
Merdeka Copper Gold Tbk PT,ID1000134406,MDKA.JK,Indonesia
Meridian Energy Ltd,NZMELE0002S7,MEL.NZ,New Zealand
Meritz Financial Group Inc,KR7138040001,138040.KS,South Korea
Mesaieed Petrochemical Holding Co,QA000VSUG130,MPHC.QA,Qatar
Mesoblast Ltd,AU000000MSB8,MSB.AX,Australia
Metallurgical Corp of China Ltd,CNE100000FX6,601618.SS,China
Meta Platforms Inc,US30303M1027,META,United States
Metcash Ltd,AU000000MTS0,MTS.AX,Australia
Meteoric Resources NL,AU000000MEI3,MEI.AX,Australia
Metlen Energy & Metals SA,GRS393503008,MYTIL.AT,Greece
MetLife Inc,US59156R1086,MET,United States
Metro Inc/CN,CA59162N1096,MRU.TO,Canada
Metropolitan Bank & Trust Co,PHY6028G1361,,
Metso Oyj,FI0009014575,METSO.HE,Finland
Mettler-Toledo International Inc,US5926881054,MTD,United States
MGM Resorts International,US5529531015,MGM,United States
M&G PLC,GB00BKFB1C65,MNG.L,United Kingdom
Microchip Technology Inc,US5950171042,MCHP,United States
Micron Technology Inc,US5951121038,MU,United States
Microsoft Corp,US5949181045,MSFT,United States
Micro-Star International Co Ltd,TW0002377009,2377.TW,Taiwan
MicroStrategy Inc,US5949724083,MSTR,United States
Midea Group Co Ltd,CNE100006M58,0300.HK,Hong Kong
Midea Group Co Ltd,CNE100001QQ5,000333.SZ,China
MINEBEA MITSUMI Inc,JP3906000009,6479.T,Japan
Mineral Resources Ltd,AU000000MIN4,MIN.AX,Australia
MINISO Group Holding Ltd,KYG6180F1081,9896.HK,Hong Kong
Minor International PCL,TH0128010R17,MINT-R.BK,Thailand
Minth Group Ltd,KYG6145U1094,0425.HK,Hong Kong
Mirae Asset Securities Co Ltd,KR7006800007,006800.KS,South Korea
MISC Bhd,MYL3816OO005,3816.KL,Malaysia
Mitsubishi Chemical Group Corp,JP3897700005,4188.T,Japan
Mitsubishi Corp,JP3898400001,8058.T,Japan
Mitsubishi Electric Corp,JP3902400005,6503.T,Japan
Mitsubishi Estate Co Ltd,JP3899600005,8802.T,Japan
Mitsubishi HC Capital Inc,JP3499800005,8593.T,Japan
Mitsubishi Heavy Industries Ltd,JP3900000005,7011.T,Japan
Mitsubishi UFJ Financial Group Inc,JP3902900004,8306.T,Japan
Mitsui Chemicals Inc,JP3888300005,4183.T,Japan
Mitsui & Co Ltd,JP3893600001,8031.T,Japan
Mitsui Fudosan Co Ltd,JP3893200000,8801.T,Japan
Mitsui OSK Lines Ltd,JP3362700001,9104.T,Japan
Mizrahi Tefahot Bank Ltd,IL0006954379,MZTF.TA,Israel
Mizuho Financial Group Inc,JP3885780001,8411.T,Japan
MMG Ltd,HK1208013172,1208.HK,Hong Kong
Mobile Telecommunications Co KSCP,KW0EQ0601058,ZAIN.KW,Kuwait
Moderna Inc,US60770K1079,MRNA,United States
MOL Hungarian Oil & Gas PLC,HU0000153937,MOL.BD,Bangladesh
Molina Healthcare Inc,US60855R1005,MOH,United States
Molson Coors Beverage Co,US60871R2094,TAP,United States
Monadelphous Group Ltd,AU000000MND5,MND.AX,Australia
Monash IVF Group Ltd,AU000000MVF3,MVF.AX,Australia
Moncler SpA,IT0004965148,MONC.MI,Italy
Monday.com Ltd,IL0011762130,MNDY,United States
Mondelez International Inc,US6092071058,MDLZ,United States
Mondi PLC,GB00BMWC6P49,MNDI.L,United Kingdom
Moneta Money Bank AS,CZ0008040318,MONET.PR,Czechia
MongoDB Inc,US60937P1066,MDB,United States
Monolithic Power Systems Inc,US6098391054,MPWR,United States
MonotaRO Co Ltd,JP3922950005,3064.T,Japan
Monster Beverage Corp,US61174X1090,MNST,United States
Montage Technology Co Ltd,CNE100003MN7,688008.SS,China
Moody's Corp,US6153691059,MCO,United States
Morgan Stanley,US6174464486,MS,United States
Mosaic Co/The,US61945C1036,MOS,United States
Motorola Solutions Inc,US6200763075,MSI,United States
Mowi ASA,NO0003054108,MOWI.OL,Norway
Mphasis Ltd,INE356A01018,MPHASIS.BO,India
MP Materials Corp,US5533681012,MP,United States
MR DIY Group M Bhd,MYL5296OO008,5296.KL,Malaysia
MRF Ltd,INE883A01011,MRF.NS,India
MS&AD Insurance Group Holdings Inc,JP3890310000,8725.T,Japan
MSCI Inc,US55354G1004,MSCI,United States
M&T Bank Corp,US55261F1049,MTB,United States
MTN Group Ltd,ZAE000042164,MTN.JO,South Africa
MTR Corp Ltd,HK0066009694,0066.HK,Hong Kong
MTU Aero Engines AG,DE000A0D9PT0,MTX.DE,Germany
Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,DE0008430026,MUV2.DE,Germany
MultiChoice Group,ZAE000265971,MCG.JO,South Africa
Multiply Group PJSC,AEM001001019,,
Murata Manufacturing Co Ltd,JP3914400001,6981.T,Japan
Muthoot Finance Ltd,INE414G01012,MUTHOOTFIN.NS,India
Muyuan Foods Co Ltd,CNE100001RQ3,002714.SZ,China
Myer Holdings Ltd,AU000000MYR2,MYR.AX,Australia
MyState Ltd,AU000000MYS0,MYS.AX,Australia
Nanosonics Ltd,AU000000NAN9,NAN.AX,Australia
Nan Ya Plastics Corp,TW0001303006,1303.TW,Taiwan
Nanya Technology Corp,TW0002408002,2408.TW,Taiwan
NARI Technology Co Ltd,CNE000001G38,600406.SS,China
Nasdaq Inc,US6311031081,NDAQ,United States
Naspers Ltd,ZAE000325783,NPN.JO,South Africa
National Australia Bank Ltd,AU000000NAB4,NAB.AX,Australia
National Bank of Canada,CA6330671034,NA.TO,Canada
National Bank of Greece SA,GRS003003035,ETE.AT,Greece
National Bank of Kuwait SAKP,KW0EQ0100010,NBK.KW,Kuwait
National Grid PLC,GB00BDR05C01,NG.L,United Kingdom
National Silicon Industry Group Co Ltd,CNE1000040F5,688126.SS,China
Natura & Co Holding SA,BRNTCOACNOR5,,
NatWest Group PLC,GB00BM8PJY71,NWG.L,United Kingdom
NAURA Technology Group Co Ltd,CNE100000ML7,002371.SZ,China
NAVER Corp,KR7035420009,035420.KS,South Korea
NCSoft Corp,KR7036570000,036570.KS,South Korea
NEC Corp,JP3733000008,6701.T,Japan
Nedbank Group Ltd,ZAE000004875,NED.JO,South Africa
Nemetschek SE,DE0006452907,NEM.DE,Germany
NEPI Rockcastle NV,NL0015000RT3,NRP.JO,South Africa
Neste Oyj,FI0009013296,NESTE.HE,Finland
Nestle India Ltd,INE239A01024,NESTLEIND.BO,India
Nestle Malaysia Bhd,MYL4707OO005,4707.KL,Malaysia
Nestle SA,CH0038863350,NESN.SW,Switzerland
NetApp Inc,US64110D1046,NTAP,United States
NetEase Inc,KYG6427A1022,KYG6427A1022.SG,Germany
NetEase Inc,US64110W1027,NTES,United States
Netflix Inc,US64110L1061,NFLX,United States
Netmarble Corp,KR7251270005,251270.KS,South Korea
Netwealth Group Ltd,AU000000NWL7,NWL.AX,Australia
Neuren Pharmaceuticals Ltd,NZNEUE0001S8,NEU.AX,Australia
Neurocrine Biosciences Inc,US64125C1099,NBIX,United States
New China Life Insurance Co Ltd,CNE100001922,1336.HK,Hong Kong
New China Life Insurance Co Ltd,CNE1000019Y0,601336.SS,China
New Hope Liuhe Co Ltd,CNE000000VB0,000876.SZ,China
Newmont Corp,AU0000297962,NEM.AX,Australia
Newmont Corp,US6516391066,NEM,United States
New Oriental Education & Technology Group Inc,KYG6470A1168,9901.HK,Hong Kong
News Corp,AU000000NWS2,NWS.AX,Australia
News Corp,AU0000NWSLV3,NWSLV.AX,Australia
News Corp,US65249B1098,NWSA,United States
NexGen Energy Ltd,AU0000159329,NXG.AX,Australia
Nexi SpA,IT0005366767,NEXI.MI,Italy
Nexon Co Ltd,JP3758190007,3659.T,Japan
NEXTDC Ltd,AU000000NXT8,NXT.AX,Australia
NextEra Energy Inc,US65339F1012,NEE,United States
Next PLC,GB0032089863,NXT.L,United Kingdom
NH Investment & Securities Co Ltd,KR7005940002,005940.KS,South Korea
NHPC Ltd,INE848E01016,NHPC.NS,India
Nibe Industrier AB,SE0015988019,NIBE-B.ST,Sweden
nib holdings Ltd/Australia,AU000000NHF0,NHF.AX,Australia
Nice Ltd,IL0002730112,NICE.TA,Israel
Nickel Industries Ltd,AU0000018236,NIC.AX,Australia
Nick Scali Ltd,AU000000NCK1,NCK.AX,Australia
NIDEC CORP,JP3734800000,6594.T,Japan
Nien Made Enterprise Co Ltd,TW0008464009,8464.TW,Taiwan
NIKE Inc,US6541061031,NKE,United States
Nine Entertainment Co Holdings Ltd,AU000000NEC4,NEC.AX,Australia
Ningbo Deye Technology Co Ltd,CNE1000052S3,605117.SS,China
Ningbo Orient Wires & Cables Co Ltd,CNE100001T23,603606.SS,China
Ningbo Sanxing Medical Electric Co Ltd,CNE100001567,601567.SS,China
Ningbo Tuopu Group Co Ltd,CNE1000023J3,601689.SS,China
Ningxia Baofeng Energy Group Co Ltd,CNE100003LF5,600989.SS,China
Nintendo Co Ltd,JP3756600007,7974.T,Japan
NIO Inc,KYG6525F1028,9866.HK,Hong Kong
NIPPON EXPRESS HOLDINGS INC,JP3688370000,9147.T,Japan
Nippon Paint Holdings Co Ltd,JP3749400002,4612.T,Japan
Nippon Sanso Holdings Corp,JP3711600001,4091.T,Japan
Nippon Steel Corp,JP3381000003,5401.T,Japan
Nippon Telegraph & Telephone Corp,JP3735400008,9432.T,Japan
Nippon Yusen KK,JP3753000003,9101.T,Japan
NiSource Inc,US65473P1057,NI,United States
Nissan Motor Co Ltd,JP3672400003,7201.T,Japan
Nissin Foods Holdings Co Ltd,JP3675600005,2897.T,Japan
Nitori Holdings Co Ltd,JP3756100008,9843.T,Japan
Nitto Denko Corp,JP3684000007,6988.T,Japan
NMDC Ltd,INE584A01023,NMDC.BO,India
NN Group NV,NL0010773842,NN.AS,Netherlands
Nokia Oyj,FI0009000681,NOKIA.HE,Finland
Nomura Holdings Inc,JP3762600009,8604.T,Japan
Nomura Research Institute Ltd,JP3762800005,4307.T,Japan
Nongfu Spring Co Ltd,CNE100004272,9633.HK,Hong Kong
Nordea Bank Abp,FI4000297767,NDA-FI.HE,Finland
Nordson Corp,US6556631025,NDSN,United States
Norfolk Southern Corp,US6558441084,NSC,United States
Norsk Hydro ASA,NO0005052605,NHY.OL,Norway
Northern Star Resources Ltd,AU000000NST8,NST.AX,Australia
Northern Trust Corp,US6658591044,NTRS,United States
Novartis AG,CH0012005267,NOVN.SW,Switzerland
Novatek Microelectronics Corp,TW0003034005,3034.TW,Taiwan
Novonesis (Novozymes) B,DK0060336014,NSIS-B.CO,Denmark
Novonix Ltd,AU000000NVX4,NVX.AX,Australia
Novo Nordisk A/S,DK0062498333,NOVO-B.CO,Denmark
NRG Energy Inc,US6293775085,NRG,United States
NRW Holdings Ltd,AU000000NWH5,NWH.AX,Australia
NTPC Ltd,INE733E01010,NTPC.NS,India
NTT Data Group Corp,JP3165700000,9613.T,Japan
Nucor Corp,US6703461052,NUE,United States
Nufarm Ltd,AU000000NUF3,NUF.AX,Australia
NU Holdings Ltd/Cayman Islands,KYG6683N1034,NU,United States
Nuix Ltd,AU0000119307,NXL.AX,Australia
Nutanix Inc,US67059N1081,NTNX,United States
Nutrien Ltd,CA67077M1086,NTR.TO,Canada
nVent Electric PLC,IE00BDVJJQ56,NVT,United States
NVIDIA Corp,US67066G1040,NVDA,United States
NVR Inc,US62944T1051,NVR,United States
NXP Semiconductors NV,NL0009538784,NXPI,United States
Obayashi Corp,JP3190000004,1802.T,Japan
Oberoi Realty Ltd,INE093I01010,OBEROIRLTY.NS,India
Obic Co Ltd,JP3173400007,4684.T,Japan
Objective Corp Ltd,AU000000OCL7,OCL.AX,Australia
Occidental Petroleum Corp,US6745991058,OXY,United States
Odontoprev SA,BRODPVACNOR4,ODPV3.SA,Brazil
OFX Group Ltd,AU000000OFX5,OFX.AX,Australia
Oil India Ltd,INE274J01014,OIL.NS,India
Oil & Natural Gas Corp Ltd,INE213A01029,ONGC.NS,India
Okta Inc,US6792951054,OKTA,United States
Old Dominion Freight Line Inc,US6795801009,ODFL,United States
Old Mutual Ltd,ZAE000255360,OMU.JO,South Africa
Olympus Corp,JP3201200007,7733.T,Japan
Omni Bridgeway Ltd,AU0000082489,AU0000082489.SG,Germany
Omnicom Group Inc,US6819191064,OMC,United States
Omron Corp,JP3197800000,6645.T,Japan
OMV AG,AT0000743059,OMV.VI,Austria
ONEOK Inc,US6826801036,OKE,United States
Onex Corp,CA68272K1030,ONEX.TO,Canada
Ono Pharmaceutical Co Ltd,JP3197600004,JP3197600004.SG,Germany
ON Semiconductor Corp,US6821891057,ON,United States
oOh!media Ltd,AU000000OML6,OML.AX,Australia
Ooredoo QPSC,QA0007227737,ORDS.QA,Qatar
OPAP SA,GRS419003009,OPAP.AT,Greece
Open Text Corp,CA6837151068,OTEX,United States
Operadora De Sites Mexicanos SAB de CV,MX01SI0C0002,SITES1A-1.MX,Mexico
Oppein Home Group Inc,CNE100002RB3,603833.SS,China
Opthea Ltd,AU000000OPT2,,
Oracle Corp,US68389X1054,ORCL,United States
Oracle Corp Japan,JP3689500001,4716.T,Japan
