Name,Stock ID,Yahoo ticker,LC
BROWN FORMAN CORP,US1156372096,BF-B,United States
BUILDERS FIRSTSOURCE INC,US12008R1077,BLDR,United States
BUNGE GLOBAL SA COM USD0.01,CH1300646267,BG,United States
BUNKA SHUTTER CO LTD,JP3831600006,5930.T,Japan
BUNZL PLC,GB00B0744B38,BNZL.L,United Kingdom
BURBERRY GROUP PLC,GB0031743007,BRBY.L,United Kingdom
BUREAU VERITAS SA,FR0006174348,BVI.PA,France
BURGUNDY DIAMOND MINES LIMITED ORDINARY FULLY PAID,AU0000118994,BDM.AX,Australia
BURLINGTON STORES INC,US1220171060,BURL,United States
BURSA MALAYSIA BERHAD,MYL1818OO003,1818.KL,Malaysia
BUYSELL TECHNOLOGIES ORD SHS,JP3778270003,7685.T,Japan
BUZZI S.P.A,IT0001347308,BZU.MI,Italy
BWX TECHNOLOGIES I COM,US05605H1005,BWXT,United States
BYTES TECHNOLOGY LTD,GB00BMH18Q19,BYIT.L,United Kingdom
C.H. ROBINSON WORLDWIDE INC,US12541W2098,CHRW,United States
CABOT OIL AND GAS CORP,US1270971039,CTRA,United States
CACI INTERNATIONAL INC - CLASS A,US1271903049,CACI,United States
CADENCE DESIGN SYSTEMS INC,US1273871087,CDNS,United States
CAE INC,CA1247651088,CAE.TO,Canada
CAESARS ENTERTAINMENT INC,US12769G1004,CZR,United States
CAL-MAINE FOODS INC,US1280302027,CALM,United States
CALERES INC COM USD 01,US1295001044,CAL,United States
CALIBRE MINING CORP,CA13000C2058,,
CAMDEN NATIONAL CORP,US1330341082,CAC,United States
CANADIAN IMPERIAL BANK OF COMMERCE COM NPV,CA1360691010,CM.TO,Canada
CANADIAN NATIONAL RAILWAY COMPANY,CA1363751027,CNR.TO,Canada
CANADIAN NATURAL RESOURCES ORD SHS,CA1363851017,CNQ.TO,Canada
CANADIAN PACIFIC KANSAS CITY,CA13646K1084,CP.TO,Canada
CANADIAN TIRE CLASS 'A' CUM NON-VTG COM NPV,CA1366812024,CTC-A.TO,Canada
CANALSA,FR001400T0D6,CAN.L,United Kingdom
CANON INC,JP3242800005,7751.T,Japan
CAPCOM CO LTD,JP3218900003,9697.T,Japan
CAPGEMINI SA,FR0000125338,CAP.PA,France
CAPITAL ONE FINANCIAL CORPORATION,US14040H1059,COF,United States
CAPRICORN METALS LTD ORDINARY FULLY PAID,AU000000CMM9,CMM.AX,Australia
CAPSTONE COPPER CO COM NPV,CA14071L1085,CS.TO,Canada
CAPSTONE COPPER CORP CDI,AU0000318552,CSC.AX,Australia
CARSALES COM LTD,AU000000CAR3,CAR.AX,Australia
CARDINAL HEALTH INC,US14149Y1082,CAH,United States
CARGO THERAPEUTICS ORD SHS,US14179K1016,,
CARGURUS INC,US1417881091,CARG,United States
CARL ZEISS MEDITEC NPV,DE0005313704,AFX.DE,Germany
CARLISLE COS INC,US1423391002,CSL,United States
CARLSBERG AS - B,DK0010181759,CARL-B.CO,Denmark
CARLYLE GROUP INC,US14316J1088,CG,United States
CARMAX INC,US1431301027,KMX,United States
CARNIVAL CORP USD,PA1436583006,CCL,United States
CARNIVAL PLC ADR,US14365C1036,CUK,United States
CARREFOUR SA,FR0000120172,CA.PA,France
CARRIER GLOBAL CORPORATION,US14448C1045,CARR,United States
CARTERS INC,US1462291097,CRI,United States
CARVANA CO,US1468691027,CVNA,United States
CATALYST PHARMACEUTICAL INC,US14888U1016,CPRX,United States
CATAPULT GROUP INTERNATIONAL LTD ORDINARY FULLY PAID,AU000000CAT9,CAT.AX,Australia
CATERPILLAR INC,US1491231015,CAT,United States
CAVA GROUP INC,US1489291021,CAVA,United States
COMMONWEALTH BANK OF AUSTRALIA CAP NOTE 3-BBSW+2.85% PERP NON-CUM RED T-06-28,AU0000247348,CBAPL.AX,Australia
CBOE GLOBAL MARKET,US12503M1080,CBOE,United States
CCC SA,PLCCC0000016,CCC.WA,Poland
CCL INDUSTRIES INC,CA1249003098,CCL-B.TO,Canada
CD PROJEKT SA,PLOPTTC00011,CDR.WA,Poland
CD PROJEKT SA,US1251051066,US1251051066.SG,Germany
CDW CORP,US12514G1085,CDW,United States
CECONOMY AG ORD NPV,DE0007257503,CEC.F,Germany
CELANESE CORP SERIES A,US1508701034,CE,United States
CELESTICA ORD SHS,CA15101Q2071,CLS.TO,Canada
CELLDEX THERAPEUTICS INC,US15117B2025,CLDX,United States
CELSIUS HOLDINGS INC,US15118V2079,CELH,United States
CEMBRA MONEY BANK AG,CH0225173167,CMBN.SW,Switzerland
CENCORA INC COM,US03073E1055,COR,United States
CENOVUS ENERGY INC COM NPV,CA15135U1093,CVE.TO,Canada
CENOVUS ENERGY INC US LISTING,CA15135U1093,CVE.TO,Canada
CENTENE CORPORATION,US15135B1017,CNC,United States
CENTERRA GOLD ORD SHS,CA1520061021,CG.TO,Canada
CENTRAL CHINA LAND MEDIA CO LTD,CNE0000000X4,000719.SZ,China
CENTRAL JAPAN RAILWAY CO,JP3566800003,9022.T,Japan
CENTRAL PACIFIC FINANCIAL CORP,US1547604090,CPF,United States
CES ENERGY SOLUTION CORP,CA15713J1049,CEU.TO,Canada
CF INDUSTRIES HOLDINGS INC,US1252691001,CF,United States
CG ONCOLOGY ORD SHS,US1569441009,CGON,United States
CG POWER AND INDUSTRIAL SOLUTIONS LTD,INE067A01029,CGPOWER.NS,India
CGI INC,CA12532H1047,GIB-A.TO,Canada
CGI INC COM NPV SUB VTG SHS CL A,CA12532H1047,GIB-A.TO,Canada
CHAILEASE HOLDING CO LTD,KYG202881093,5871.TW,Taiwan
CHALLENGER LIMITED,AU000000CGF5,CGF.AX,Australia
CHAMPION IRON LTD,AU000000CIA2,CIA.AX,Australia
CHANGHONG MEILING ORD SHS A,CNE000000BT4,000521.SZ,China
CHANGJIANG JINGGONG BUILA,CNE000001BH7,600496.SS,China
CHANGZHENG ENGINEERING CO A,CNE100001VQ5,603698.SS,China
CHARLES RIVER LABORATORIES INTERNATIONAL INC,US1598641074,CRL,United States
CHARTER COMMUNICATIONS INC,US16119P1084,CHTR,United States
CHECK POINT SOFTWARE TECH,IL0010824113,CHKP,United States
CHEIL WORLDWIDE INC,KR7030000004,030000.KS,South Korea
CHELVETIA HOLDING CHF0.02 POST SUBD,CH0466642201,HELN.SW,Switzerland
CHESAPEAKE ENERGY COM USD0.01,US1651677353,EXE,United States
CHEVRON CORP,US1667641005,CVX,United States
CHIBA BANK LTD JPY,JP3511800009,8331.T,Japan
CHICONY ELECTRONICS CO LTD,TW0002385002,2385.TW,Taiwan
CHINA COMMUNICATIONS SERVICES CORPORATION LIMITED,CNE1000002G3,0552.HK,Hong Kong
CHINA CONSTRUCTION BANK,CNE1000002H1,0939.HK,Hong Kong
CHINA EASTERN AIRLINES CORPORATION LTD,CNE1000002K5,0670.HK,Hong Kong
CHINA HAINAN RUBBER INDUSTRY GROUP CO LTD,CNE100000YM0,601118.SS,China
CHINA LIFE INSURANCE CO LTD,CNE1000002L3,2628.HK,Hong Kong
CHINA MENGNIU DAIRY CO,KYG210961051,2319.HK,Hong Kong
CHINA MERCHANTS BANK CO LIMITED,CNE1000002M1,3968.HK,Hong Kong
CHINA MERCHANTS PORT GROUPA,CNE000000818,001872.SZ,China
CHINA PACIFIC INSURANCE GR H,CNE1000009Q7,2601.HK,Hong Kong
CHINA PACIFIC INSURANCE GROUP CO LTD,CNE1000008M8,601601.SS,China
CHINA PETROLEUM & CHEMICAL,CNE1000002Q2,0386.HK,Hong Kong
CHINA RAILWAY SIGNAL AND COMMUNICATION CORP LTD,CNE1000021L3,3969.HK,Hong Kong
CHINA REINSURANCE GROUP CORP,CNE100002342,1508.HK,Hong Kong
CHINA RESOURCES BUILDING MATERIALS TECHNOLOGY HOLDINGS,KYG2113L1068,1313.HK,Hong Kong
CHINA STATE CONSTRUCTION INTERNATIONAL HOLDINGS LIMITED,KYG216771363,3311.HK,Hong Kong
CHINA YANGTZE POWER CO LTD,CNE000001G87,600900.SS,China
CHINA ZHESHANG BANK CO LTDH,CNE1000025S9,2016.HK,Hong Kong
CHIPOTLE MEXICAN GRILL ORD,US1696561059,CMG,United States
CHOICE HOTELS INTERNATIONAL INC,US1699051066,CHH,United States
CHOLAMANDALAM INVEST AND FINANCE COMPANY LTD,INE121A01024,CHOLAFIN.BO,India
CHOW SANG SANG HLDG,BMG2113M1203,0116.HK,Hong Kong
CHROMA ATE INC,TW0002360005,2360.TW,Taiwan
CHRYSOS CORPORATION LIMITED ORDINARY FULLY PAID,AU0000218190,C79.AX,Australia
CHUBB LIMITED ORD,CH0044328745,CB,United States
CHUGAI PHARMACEUTICAL JPY,JP3519400000,4519.T,Japan
CHURCH & DWIGHT CO,US1713401024,CHD,United States
CHURCHILL DOWNS INCORPORATED,US1714841087,CHDN,United States
CIENA CORP,US1717793095,CIEN,United States
CIMPRESS PLC COM EUR0.01,IE00BKYC3F77,CMPR,United States
CINCINNATI FINANCIAL CORP,US1720621010,CINF,United States
CINEMARK HOLDINGS INC,US17243V1026,CNK,United States
CINEPLEX INC,CA1724541000,CGX.TO,Canada
CINTAS CORP,US1729081059,CTAS,United States
CIPLA LIMITED,INE059A01026,CIPLA.NS,India
CISCO SYSTEMS INC,US17275R1023,CSCO,United States
CITIGROUP INC USD,US1729674242,C,United States
CITIZEN WATCH CO LTD,JP3352400000,7762.T,Japan
CITYCHAMP WATCH AND JEWELLERY GROUP LTD,KYG2161T1004,0256.HK,Hong Kong
CJ CORP PREFERENCE S1,KR7001041003,001045.KS,South Korea
CJ CORPORATION,KR7001040005,001040.KS,South Korea
CJ ENM CO LTD,KR7035760008,035760.KQ,South Korea
CK HUTCHISON HOLDINGS LTD,KYG217651051,0001.HK,Hong Kong
CLAL INSURANCE ENTERPRISE HOLDINGS LIMITED,IL0002240146,CLIS.TA,Israel
CLARIANT AG REG,CH0012142631,CLN.SW,Switzerland
CLARKSON PLC,GB0002018363,CKN.L,United Kingdom
CLEAN SCIENCE AND TECHNOLOGY LTD,INE227W01023,CLEAN.NS,India
CLEANAWAY WASTE MANAGEMENT LIMITED,AU000000CWY3,CWY.AX,Australia
CLEAR SECURE INC,US18467V1098,YOU,United States
CLEARWATER ANALYTICS HOLDINGS ORD SHS CLASS A,US1851231068,CWAN,United States
CLIMB GLOBAL SOLUTIONS INC,US9467601053,CLMB,United States
CLINUVEL PHARMACEUTICALS LTD,AU000000CUV3,CUV.AX,Australia
CLOROX CO DEL,US1890541097,CLX,United States
CLOUDFLARE INC,US18915M1071,NET,United States
CMC MARKETS PLC,GB00B14SKR37,CMCX.L,United Kingdom
CME GROUP INC COM,US12572Q1058,CME,United States
CMST DEVELOPMENT CO LTD,CNE000000NS1,600787.SS,China
CNH INDUSTRIAL NV COM,NL0010545661,CNH,United States
COAST ENTERTAINMENT HOLDINGS LIMITED ORDINARY FULLY PAID,AU0000314254,CEH.AX,Australia
COATS GROUP PLC,GB00B4YZN328,COA.L,United Kingdom
COCA COLA BOTTLERS JAPAN HOLDINGS,JP3293200006,2579.T,Japan
COCA COLA BOTTLING CO CONSOLIDATED,US1910981026,COKE,United States
COCA COLA CO USD,US1912161007,KO,United States
COCA COLA HBC AG ORD,CH0198251305,CCH.L,United Kingdom
COCA-COLA EUROPACIFIC PARTNERS,GB00BDCPN049,CCEP.AS,Netherlands
COCHLEAR LIMITED,AU000000COH5,COH.AX,Australia
CODAN LIMITED,AU000000CDA3,CDA.AX,Australia
COFACE SA,FR0010667147,COFA.PA,France
COFOE MEDICAL TECHNOLOGY CA,CNE100004Y98,301087.SZ,China
COGNIZANT TECH SOLUTIONS A,US1924461023,CTSH,United States
COINBASE GLOBAL INC,US19260Q1076,COIN,United States
COLES GROUP LTD,AU0000030678,COL.AX,Australia
COLGATE PALMOLIVE,US1941621039,CL,United States
COLLINS FOODS LIMITED,AU000000CKF7,CKF.AX,Australia
COLOPLAST,DK0060448595,COLO-B.CO,Denmark
COLUMBIA SPORTSWEAR CO,US1985161066,COLM,United States
COMCAST CORP,US20030N1019,CMCSA,United States
COMFORT SYSTEMS USA INC,US1999081045,FIX,United States
COMFORTDELGRO CORP LTD,SG1N31909426,C52.SI,Singapore
COMMERCE BANCSHARES INCORPORATED,US2005251036,CBSH,United States
COMMERZBANK AG NPV,DE000CBK1001,CBK.DE,Germany
COMMONWEALTH BANK OF AUSTRALIA,AU000000CBA7,CBA.AX,Australia
COMMONWEALTH BANK OF AUSTRALIA CAP NOTE 3-BBSW+3.40% PERP NON-CUM RED T-04-25,AU0000003832,,
COMMONWEALTH BANK OF AUSTRALIA CAP NOTE 3-BBSW+3.00% PERP NON-CUM RED T-04-27,AU0000061327,CBAPI.AX,Australia
COMMONWEALTH BANK OF AUSTRALIA CAP NOTE 3-BBSW+2.75% PERP NON-CUM RED T-06-29,AU0000215618,CBAPK.AX,Australia
COMMONWEALTH BANK OF AUSTRALIA CAP NOTE 3-BBSW+2.75% PERP NON-CUM RED T-10-26,AU0000138927,CBAPJ.AX,Australia
COMMVAULT SYSTEMS INC,US2041661024,CVLT,United States
COMPAGNIE DE SAINT-GOBAIN,FR0000125007,SGO.PA,France
COMPAGNIE FINANCIERE RICHEMONT SA,CH0210483332,CFR.SW,Switzerland
COMPASS GROUP ORD,GB00BD6K4575,CPG.L,United Kingdom
COMPASS GROUP PLC,US20449X4016,CMPGY,United States
COMPUTACENTER PLC,GB00BV9FP302,CCC.L,United Kingdom
COMPUTERSHARE LTD,AU000000CPU5,CPU.AX,Australia
COMSYS HOLDINGS CORP,JP3305530002,1721.T,Japan
CONAGRA BRANDS INC,US2058871029,CAG,United States
CONCORDIA FINANCIAL GROUP LTD,JP3305990008,7186.T,Japan
CONOCOPHILLIPS,US20825C1045,COP,United States
CONSTELLATION BRANDS INC-A,US21036P1084,STZ,United States
CONSTELLATION SOFTWARE COM,CA21037X1006,CSU.TO,Canada
CONTEMPORARY AMPEREX TECHNOLOGY CO LTD,CNE100003662,300750.SZ,China
CONTINENTAL AG,DE0005439004,CON.DE,Germany
COOPER COS INC COM USD0.10 (P/S),US2166485019,COO,United States
COPART INC,US2172041061,CPRT,United States
CORCEPT THERAPEUTICS INC,US2183521028,CORT,United States
CORE SCIENTIFIC INC,US21874A1060,CORZ,United States
COREBRIDGE FINANCIAL ORD,US21871X1090,CRBG,United States
CORECARD CORP,US45816D1000,CCRD,United States
CORECIVIC INC COM USD0.01,US21871N1019,CXW,United States
CORNING INC,US2193501051,GLW,United States
COROMANDEL INTERNATIONAL LTD,INE169A01031,COROMANDEL.NS,India
CORPAY INC COM USD 0.001,US2199481068,CPAY,United States
CORPORATE TRAVEL MANAGEMENT LIMITED,AU000000CTD3,CTD.AX,Australia
CORTEVA INC,US22052L1044,CTVA,United States
COSCO SHIPPING  DEVELOPMENT CO,CNE100000536,2866.HK,Hong Kong
COSMO ENERGY HOLDINGS CO LTD,JP3298000005,5021.T,Japan
COSTCO WHOLESALE CORP,US22160K1051,COST,United States
COUPANG INC COM CL A SHS ORD,US22266T1097,CPNG,United States
COVESTRO AG NPV,DE000A40KY26,1CO.DE,Germany
COWAY CO LTD,KR7021240007,021240.KS,South Korea
CP SEVEN ELEVEN PCL - FOREIGN,TH0737010Y16,LVN.SG,Germany
CPI CARD GROUP ORD HS,US12634H2004,PMTS,United States
CRANSWICK PLC,GB0002318888,CWK.L,United Kingdom
CREDICORP LIMITED,BMG2519Y1084,BAP,United States
CREDIT AGRICOLE SA,FR0000045072,ACA.PA,France
CREDIT CORP GROUP LIMITED,AU000000CCP3,CCP.AX,Australia
CREDIT SAISON CO LIMITED,JP3271400008,8253.T,Japan
CREDITO EMILIANO SPA,IT0003121677,CE.MI,Italy
CREST NICHOLSON HOLDINGS PLC,GB00B8VZXT93,CRST.L,United Kingdom
CRH PUBLIC LIMITED ORD SHS,IE0001827041,CRH,United States
CRINETICS PHARMACEUTICALS INC,US22663K1079,CRNX,United States
CRITERIA CAIXACORP SA,ES0140609019,CABK.MC,Spain
CROCS INC,US2270461096,CROX,United States
CRODA INTERNATIONAL PLC,GB00BJFFLV09,CRDA.L,United Kingdom
CROMPTON GREAVES CONSUMER ELECTRICALS LTD,INE299U01018,CROMPTON.NS,India
CROWDSTRIKE HOLDINGS INC,US22788C1053,CRWD,United States
CROWN HOLDINGS INC,US2283681060,CCK,United States
CRYSTAL INTERNATIONAL GROUP LTD,KYG2701R1011,2232.HK,Hong Kong
CSL LIMITED,AU000000CSL8,CSL.AX,Australia
CSX CORP COM,US1264081035,CSX,United States
CTS EVENTIM AG AND CO. KGAA,DE0005470306,EVD.DE,Germany
CUMMINS INC,US2310211063,CMI,United States
CUMMINS INDIA LTD,INE298A01020,CUMMINSIND.BO,India
CVC CAPITAL PARTNERS PLC,JE00BRX98089,CVC.AS,Netherlands
CVS HEALTH CORP,US1266501006,CVS,United States
CYBERAGENT INC,JP3311400000,4751.T,Japan
CYBERARK SOFTWARE LTD,IL0011334468,CYBR,United States
CYTOKINETICS INC,US23282W6057,CYTK,United States
D LINK CORP,TW0002332004,2332.TW,Taiwan
DAMPSKIBSSELSKABET NORDEN A/S,DK0060083210,DNORD.CO,Denmark
DAESANG CORPORATION,KR7001680008,001680.KS,South Korea
DAESANG HOLDINGS CO LTD,KR7084690007,084690.KS,South Korea
DAI ICHI LIFE HOLD NPV,JP3476480003,8750.T,Japan
DAI NIPPON PRINTING CO LTD,JP3493800001,7912.T,Japan
DAIFUKU CO LTD NPV,JP3497400006,6383.T,Japan
DAIHEN CORP,JP3497800007,6622.T,Japan
DAIICHI SANKYO COMPANY LIMITED,JP3475350009,4568.T,Japan
DAIKIN INDUSTRIES,JP3481800005,6367.T,Japan
DAIMLER AG,US2338252073,MBGYY,United States
DAIMLER TRUCK HOLDING AG,DE000DTR0CK8,DTG.DE,Germany
DAISHIN SECURITIES CO LTD,KR7003541000,003545.KS,South Korea
DAIWA SECURITIES GROUP INC.,JP3502200003,8601.T,Japan
DANAHER CORP,US2358511028,DHR,United States
DANIELI & C DI RISP EUR1,IT0000076486,DANR.MI,Italy
DANONE,FR0000120644,BN.PA,France
DARDEN RESTAURANTS INC,US2371941053,DRI,United States
DARFON ELECTRONICS CORP,TW0008163007,8163.TW,Taiwan
DASHANG ORD SHS A,CNE000000DW4,600694.SS,China
DASSAULT AVIATION EUR0.80 (POST SUBDIVISION),FR0014004L86,AM.PA,France
DASSAULT SYSTEMES SE,FR0014003TT8,DSY.PA,France
DATA3 LIMITED,AU000000DTL4,DTL.AX,Australia
DATADOG INC,US23804L1035,DDOG,United States
DATANG INTL POWER GEN CO-H,CNE1000002Z3,0991.HK,Hong Kong
DAVE AND BUSTERS ENTERTAINMENT INC,US2383371091,PLAY,United States
DAVIDE CAMPARI MIL,NL0015435975,CPR.MI,Italy
DAVITA INC,US23918K1088,DVA,United States
DAY ONE BIOPHARMAC COM,US23954D1090,DAWN,United States
DAYFORCE INC,US15677J1088,DAY,United States
DBS GROUP HOLDINGS LTD,SG1L01001701,D05.SI,Singapore
DCC PLC,IE0002424939,DCC.L,United Kingdom
DE GREY MINING LTD,AU000000DEG6,,
DECKERS OUTDOOR ORD SHS A,US2435371073,DECK,United States
DEERE & CO,US2441991054,DE,United States
DEHUA TB NEW DECORATION MATERIAL CO LTD,CNE000001LT1,002043.SZ,China
DELEK GROUP LTD,IL0010841281,DLEKG.TA,Israel
DELHIVERY LTD,INE148O01028,DELHIVERY.NS,India
DELIVEROO PLC,GB00BNC5T391,GB00BNC5T391.SG,Germany
DELIVERY HERO SE,DE000A2E4K43,DHER.DE,Germany
DELL TECHNOLOGIES INC,US24703L2025,DELL,United States
DELTA AIR LINES INC,US2473617023,DAL,United States
DELTA ELECTRONICS INC,TW0002308004,2308.TW,Taiwan
DELTA GALIL INDUSTRIES LTD,IL0006270347,DELG.TA,Israel
DELTA ISREAL BRAND ORD SHS,IL0011736993,DLTI.TA,Israel
DEMANT A S,DK0060738599,DEMANT.CO,Denmark
DEN DANSKE BANK AS DKK,DK0010274414,DANSKE.CO,Denmark
DENSO CORP NPV,JP3551500006,6902.T,Japan
DENTSU GROUP INC,JP3551520004,4324.T,Japan
DEPPON LOGISTICS ORD SHS A,CNE100002SZ0,603056.SS,China
DESCARTES SYSTEMS GROUP INC,CA2499061083,DSG.TO,Canada
DETERRA ROYALTIES LIMITED ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000107484,DRR.AX,Australia
DEUTSCHE BANK AG (REG),DE0005140008,DBK.DE,Germany
DEUTSCHE BOERSE AG,DE0005810055,DB1.DE,Germany
DEUTSCHE LUFTHANSA AG,DE0008232125,LHA.DE,Germany
DEUTSCHE POST AG,DE0005552004,DHL.DE,Germany
DEVELOP GLOBAL LTD,AU0000179707,DVP.AX,Australia
DEVON ENERGY CORPORATION,US25179M1036,DVN,United States
DEXCOM INC,US2521311074,DXCM,United States
DGB FINANCIAL GROUP,KR7139130009,139130.KS,South Korea
DIAGEO ORD,GB0002374006,DGE.L,United Kingdom
DIAMONDBACK ENERGY INC,US25278X1090,FANG,United States
DIASORIN SPA,IT0003492391,DIA.MI,Italy
DICK'S SPORTING GOODS INC,US2533931026,DKS,United States
DIETEREN GROUP,BE0974259880,DIE.BR,Belgium
DIGITALOCEAN HLDGS COM,US25402D1028,DOCN,United States
DIP CORPORATION,JP3548640006,2379.T,Japan
DIRECT LINE INSURANCE GROUP PLC,GB00BY9D0Y18,,
DISCO CORPORATION NPV,JP3548600000,6146.T,Japan
DISCOVER FINANCIAL SERVICES,US2547091080,,
DISCOVERIE GROUP PLC,GB0000055888,DSCV.L,United Kingdom
DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION SA,ES0126775032,,
DIVERSIFIED ENERGY CO PLC,GB00BQHP5P93,DEC.L,United Kingdom
DIVIS LABORATORIES LTD,INE361B01024,DIVISLAB.NS,India
DIXON TECHNOLOGIES INR2.00 (POST SUBD),INE935N01020,DIXON.NS,India
DNB BANK ASA,NO0010161896,DNB.OL,Norway
DOCEBO ORD SHS,CA25609L1058,DCBO.TO,Canada
DOCUSIGN INC,US2561631068,DOCU,United States
DOF GROUP ORD SHS,NO0012851874,DOFG.OL,Norway
DOLLAR GENERAL,US2566771059,DG,United States
DOLLAR TREE INC,US2567461080,DLTR,United States
DOLLARAMA INC,CA25675T1075,DOL.TO,Canada
DOMAIN HOLDINGS AUSTRALIA LIMITED ORDINARY FULLY PAID,AU000000DHG9,,
DOMINO`S PIZZA GRP ORD GBP0.00520833,GB00BYN59130,DOM.L,United Kingdom
DOMINOS PIZZA ENTERPRISES LTD,AU000000DMP0,DMP.AX,Australia
DOMINOS PIZZA INC,US25754A2015,DPZ,United States
DONALDSON COMPANY INC,US2576511099,DCI,United States
DOORDASH INC,US25809K1051,DASH,United States
DORMA KABA HOLDING AG,CH0011795959,DOKA.SW,Switzerland
DORMAN PRODUCTS INC,US2582781009,DORM,United States
DOUYU INTERNATIONAL HOLDADR,US25985W2044,DY8.SG,Germany
DOVER CORPORATION COM,US2600031080,DOV,United States
DOW INC,US2605571031,DOW,United States
DOWA HOLDINGS CO LTD,JP3638600001,5714.T,Japan
DOWLAIS GROUP PLC,GB00BMWRZ071,DWL.L,United Kingdom
DOWNER EDI LIMITED,AU000000DOW2,DOW.AX,Australia
DOXIMITY INC,US26622P1075,DOCS,United States
DR HORTON INC,US23331A1097,DHI,United States
DR ING HC F PORSCHE AG,DE000PAG9113,P911.DE,Germany
DR MARTENS PLC,GB00BL6NGV24,GB00BL6NGV24.SG,Germany
DRAFTKINGS HOLDINGS INC,US26142V1052,DKNG,United States
DRAX GROUP PLC,GB00B1VNSX38,DRX.L,United Kingdom
DROPBOX INC,US26210C1045,DBX,United States
DSM FIRMENICH AG EUR0.01,CH1216478797,DSFIR.AS,Netherlands
DSV A/S,DK0060079531,DSV.CO,Denmark
DUFRY GROUP,CH0023405456,AVOL.SW,Switzerland
DUN AND BRADSTREET HOLDINGS INC,US26484T1060,9DU.F,Germany
DUNDEE PRECIOUS METALS INC,CA2652692096,DPM.TO,Canada
DUNELM GROUP PLC,GB00B1CKQ739,DNLM.L,United Kingdom
DUPONT DE NEMOURS INC,US26614N1028,DD,United States
DYNATRACE INC,US2681501092,DT,United States
DYNE THERAPEUTICS,US26818M1080,DYN,United States
E INK HOLDINGS INC,TW0008069006,8069.TWO,Taiwan
E-MART CO LTD,KR7139480008,139480.KS,South Korea
EAGERS AUTOMOTIVE LIMITED ORDINARY FULLY PAID,AU000000APE3,APE.AX,Australia
EAST JAPAN RAILWAY JPY,JP3783600004,9020.T,Japan
EAST WEST BANCORP INC,US27579R1041,EWBC,United States
EASTMAN CHEMICAL COM,US2774321002,EMN,United States
EATON CORPORATION PLC COM,IE00B8KQN827,ETN,United States
EBAY INC,US2786421030,EBAY,United States
EBOS GROUP LTD,NZEBOE0001S6,EBO.NZ,New Zealand
ECOLAB LTD,US2788651006,ECL,United States
EDENRED,FR0010908533,EDEN.PA,France
EDGEWISE THERAPEUTICS INC,US28036F1057,EWTX,United States
EDP RENOVAVEIS SA,ES0127797019,EDPR.LS,Portugal
EDWARDS LIFESCIENCES CORP,US28176E1082,EW,United States
EICHER MOTORS INR1,INE066A01021,EICHERMOT.BO,India
EIFFAGE INC,FR0000130452,FGR.PA,France
EISAI CO LTD JPY,JP3160400002,4523.T,Japan
ELASTIC NV,NL0013056914,ESTC,United States
ELBIT SYSTEMS LTD,IL0010811243,ESLT.TA,Israel
ELDERS LIMITED,AU000000ELD6,AU000000ELD6.SG,Germany
ELECTRIC POWER DEVELOPMENT CO LTD,JP3551200003,9513.T,Japan
ELECTROCOMPONENTS PLC,GB0003096442,RS1.L,United Kingdom
ELECTROLUX AB SER B NPV,SE0016589188,ELUX-B.ST,Sweden
ELECTRONIC ARTS INC,US2855121099,EA,United States
ELEMENT FINANCIAL CORP,CA2861812014,EFN.TO,Canada
ELEMENTIS PLC,GB0002418548,ELM.L,United Kingdom
ELEVANCE HEALTH INC,US0367521038,ELV,United States
EMCOR GROUP INC,US29084Q1004,EME,United States
EMECO HOLDINGS LTD,AU000000EHL7,EHL.AX,Australia
EMERALD RESOURCES NL ORDINARY FULLY PAID,AU000000EMR4,EMR.AX,Australia
EMERSON ELECTRIC CO,US2910111044,EMR,United States
EMIRATES NBD BANK PJSC,AEE000801010,EMIRATESNBD.AE,United Arab Emirates
EML PAYMENTS LIMITED,AU000000EML7,EML.AX,Australia
EMPIRE CO LIMITED,CA2918434077,EMP-A.TO,Canada
EMS CHEMIE HLDS REG,CH0016440353,EMSN.SW,Switzerland
ENACT HLDGS INC COM,US29249E1091,ACT,United States
ENDEAVOUR GROUP LIMITED ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000154833,AU0000154833.SG,Germany
ENDEAVOUR MINING PLC,GB00BL6K5J42,EDV.TO,Canada
ENEOS HOLDINGS INC,JP3386450005,5020.T,Japan
ENI SPA,IT0003132476,ENI.MI,Italy
ENLIVEN THERAPEUTICS ORD SHS,US29337E1029,ELVN,United States
ENOMOTO ORD SHS,JP3165800008,6928.T,Japan
ENOVA INTERNATIONAL INC,US29357K1034,ENVA,United States
ENPHASE ENERGY INC,US29355A1079,ENPH,United States
ENTAIN PLC,IM00B5VQMV65,ENT.L,United Kingdom
ENTEGRIS INC,US29362U1043,ENTG,United States
EOG RESOURCES INC,US26875P1012,EOG,United States
EPAM SYSTEMS INC,US29414B1044,EPAM,United States
EPIROC AB,SE0015658109,SE0015658109.SG,Germany
EPIROC AB SER B NPV POST SPLIT,SE0015658117,,
EQT AB,SE0012853455,SE0012853455.SG,Germany
EQT CORPORATION,US26884L1098,EQT,United States
EQT HOLDINGS LIMITED,AU000000EQT1,EQT.AX,Australia
EQUIFAX INC,US2944291051,EFX,United States
EQUINOR ASA,NO0010096985,EQNR.OL,Norway
