Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,Sector,Industry,Units Held,% Ownership,Address,Value (AUD),Weighting
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Canal+ SA,,FR001400T0D6,FR,Communication Services,Entertainment,93528.95186,,,384051.1912,5.54e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Canara Bank,,INE476A01022,IN,Financial Services,Banks - Regional,105511.8919,,,199288.7164,2.88e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Canon Inc,,JP3242800005,JP,Technology,Computer Hardware,186057.0691,,,9868292.262,0.00014239
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Capcom Co Ltd,,JP3218900003,JP,Communication Services,Electronic Gaming & Multimedia,21301.47674,,,760503.9838,1.097e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Capgemini SE,,FR0000125338,FR,Technology,Information Technology Services,9649.444844,,,2552263.669,3.683e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CapitaLand Investment Ltd/Singapore,,SGXE62145532,SG,Real Estate,Real Estate Services,96823.02903,,,300334.8579,4.33e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Capital One Financial Corp,,US14040H1059,US,Financial Services,Credit Services,234192.0617,,,67449129.35,0.00097324
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Capitec Bank Holdings Ltd,,ZAE000035861,ZA,Financial Services,Banks - Regional,47135.533,,,12645226.7,0.00018246
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Capral Ltd,,AU000000CAA9,AU,Basic Materials,Aluminum,167022.3026,,,1661871.911,2.398e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Capricorn Metals Ltd,,AU000000CMM9,AU,,,1630268.913,,,10238088.77,0.00014773
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Capstone Copper Corp,,AU0000318552,AU,Basic Materials,Copper,2524541.202,,,24765749.19,0.00035735
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cardinal Health Inc,,US14149Y1082,US,Healthcare,Medical Distribution,96561.1265,,,18445101.24,0.00026615
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CAR Group Ltd,,AU000000CAR3,AU,Communication Services,Internet Content & Information,3522361.179,,,126910673.3,0.00183122
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Carlisle Cos Inc,,US1423391002,US,Industrials,Building Products & Equipment,20356.89691,,,12127009.37,0.00017498
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Carlsberg AS,,DK0010181759,DK,Consumer Defensive,Beverages - Brewers,6010.996222,,,930187.5838,1.342e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Carlyle Group Inc/The,,US14316J1088,US,Financial Services,Asset Management,24658.79925,,,2010858.075,2.902e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Carl Zeiss Meditec AG,,DE0005313704,DE,Healthcare,Medical Instruments & Supplies,1298.657883,,,98866.9222,1.43e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CarMax Inc,,US1431301027,US,Consumer Cyclical,Auto & Truck Dealerships,12901.59572,,,1703681.612,2.458e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Carnival Corp,,PA1436583006,PA,Consumer Cyclical,Travel Services,75291.65808,,,3030393.475,4.373e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Carrefour SA,,FR0000120172,FR,Consumer Defensive,Grocery Stores,97037.57745,,,2228252.986,3.215e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Carrier Global Corp,,US14448C1045,US,Industrials,Building Products & Equipment,76255.62152,,,8407023.699,0.00012131
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Carvana Co,,US1468691027,US,Consumer Cyclical,Auto & Truck Dealerships,8338.068921,,,2738641.187,3.952e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Catcher Technology Co Ltd,,TW0002474004,TW,Industrials,Metal Fabrication,247077.2423,,,2361401.901,3.407e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Caterpillar Inc,,US1491231015,US,Industrials,Farm & Heavy Construction Machinery,76551.12031,,,44851303.24,0.00064717
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cathay Financial Holding Co Ltd,,TW0002882008,TW,Financial Services,Insurance - Life,538219.3606,,,1810987.507,2.613e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cboe Global Markets Inc,,US12503M1080,US,Financial Services,Financial Data & Stock Exchanges,51828.80856,,,16356858.89,0.00023602
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CBRE Group Inc,,US12504L1098,US,Real Estate,Real Estate Services,47758.86816,,,10127209.55,0.00014613
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CCL Industries Inc,,CA1249003098,CA,Consumer Cyclical,Packaging & Containers,13188.61856,,,1095272.283,1.58e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CCR SA,,BRCCROACNOR2,BR,Industrials,Infrastructure Operations,1341487.925,,,3566763.812,5.147e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,C&D International Investment Group Ltd,,KYG3165D1097,KY,Real Estate,Real Estate - Development,36579.34172,,,99329.12149,1.43e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CD Projekt SA,,PLOPTTC00011,PL,Communication Services,Electronic Gaming & Multimedia,3232.800934,,,242005.4457,3.49e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CDW Corp/DE,,US12514G1085,US,Technology,Information Technology Services,20065.13365,,,5640209.735,8.138e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Celanese Corp,,US1508701034,US,Basic Materials,Chemicals,7247.211086,,,810109.7917,1.169e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CELCOMDIGI BHD,,MYL6947OO005,MY,Communication Services,Telecom Services,209152.5472,,,273478.0594,3.95e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cellnex Telecom SA,,ES0105066007,ES,Real Estate,Real Estate Services,27995.99523,,,1428539.106,2.061e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Celltrion Inc,,KR7068270008,KR,Healthcare,Biotechnology,9333.344926,,,1919952.623,2.77e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cemex SAB de CV,,US1512908898,US,,,2658923.058,,,24220828.63,0.00034949
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cemex SAB de CV,,MXP225611567,MX,Basic Materials,Building Materials,902704.6069,,,818993.7049,1.182e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cencora Inc,,US03073E1055,US,Healthcare,Medical Distribution,18744.7245,,,6802171.847,9.815e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cencosud SA,,CL0000000100,CL,Consumer Cyclical,Department Stores,74039.83914,,,264530.9149,3.82e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cenovus Energy Inc,,CA15135U1093,CA,Energy,Oil & Gas Integrated,65290.36645,,,1597684.222,2.305e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Centene Corp,,US15135B1017,US,Healthcare,Healthcare Plans,99185.34296,,,9704672.651,0.00014003
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CenterPoint Energy Inc,,US15189T1079,US,Utilities,Utilities - Regulated Electric,43727.28309,,,2240921.738,3.233e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Centrais Eletricas Brasileiras SA,,BRELETACNPB7,BR,Utilities,Utilities - Renewable,14972.331,,,148117.7777,2.14e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Centrais Eletricas Brasileiras SA,,BRELETACNOR6,BR,Utilities,Utilities - Renewable,72584.53607,,,647659.9264,9.35e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Central Japan Railway Co,,JP3566800003,JP,Industrials,Railroads,85605.58477,,,2608487.53,3.764e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Central Pattana PCL,,TH0481010R10,TH,Real Estate,Real Estate - Diversified,119980.2408,,,323964.8343,4.67e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Central Retail Corp PCL,,TH9597010R14,TH,Consumer Cyclical,Department Stores,107543.2647,,,173210.9785,2.5e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Centrica PLC,,GB00B033F229,GB,Utilities,Utilities - Independent Power Producers,1655693.251,,,4474385.001,6.456e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cettire Ltd,,AU0000122210,AU,Consumer Cyclical,Luxury Goods,7401.746332,,,11176.63696,1.6e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CEZ AS,,CZ0005112300,CZ,Utilities,Utilities - Regulated Electric,9435.068651,,,599847.951,8.66e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CF Industries Holdings Inc,,US1252691001,US,Basic Materials,Agricultural Inputs,14150.27154,,,1949933.243,2.814e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CGI Inc,,CA12532H1047,CA,Technology,Information Technology Services,44196.45184,,,7806304.977,0.00011264
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CGN Power Co Ltd,,CNE100001T80,CN,Utilities,Utilities - Independent Power Producers,629977.5519,,,373308.1552,5.39e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CGN Power Co Ltd,,CNE100003N43,CN,Utilities,Utilities - Independent Power Producers,94212.12679,,,86095.92683,1.24e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,CG Power & Industrial Solutions Ltd,,INE067A01029,IN,Industrials,Electrical Equipment & Parts,36301.33872,,,498556.6179,7.19e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chailease Holding Co Ltd,,KYG202881093,KY,Financial Services,Credit Services,84693.67423,,,471481.7109,6.8e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chalice Mining Ltd,,AU000000CHN7,AU,Basic Materials,Other Industrial Metals & Mining,14164.05854,,,15651.28515,2.3e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Challenger Ltd,,AU000000CGF5,AU,Financial Services,Insurance - Life,2076020.247,,,12476881.68,0.00018003
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Champion Iron Ltd,,AU000000CIA2,AU,Basic Materials,Steel,1794064.098,,,10315868.56,0.00014885
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chandra Asri Pacific Tbk PT,,ID1000090301,ID,Basic Materials,Specialty Chemicals,449438.1786,,,338255.0093,4.88e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Changchun High-Tech Industry Group Co Ltd,,CNE0000007J8,CN,Healthcare,Drug Manufacturers - Specialty & Generic,1483.495525,,,32641.7219,4.7e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chang Hwa Commercial Bank Ltd,,TW0002801008,TW,Financial Services,Banks - Regional,332632.2118,,,292508.1449,4.22e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Changjiang Securities Co Ltd,,CNE000000SH3,CN,Financial Services,Capital Markets,12111.82648,,,18277.62406,2.6e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Changzhou Xingyu Automotive Lighting Systems Co Ltd,,CNE1000011H2,CN,Consumer Cyclical,Auto Parts,2763.772486,,,81628.95517,1.18e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chaozhou Three-Circle Group Co Ltd,,CNE100001Y42,CN,Technology,Electronic Components,5690.119823,,,48486.48646,7e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Charles River Laboratories International Inc,,US1598641074,US,Healthcare,Diagnostics & Research,4708.062395,,,1403712.052,2.025e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Charles Schwab Corp/The,,US8085131055,US,Financial Services,Capital Markets,160601.9182,,,19197525.59,0.00027701
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Charoen Pokphand Foods PCL,,TH0101010R14,TH,Consumer Defensive,Farm Products,230287.278,,,248724.2254,3.59e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Charoen Pokphand Indonesia Tbk PT,,ID1000117708,ID,Consumer Defensive,Farm Products,438545.6635,,,209476.2419,3.02e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Charter Communications Inc,,US16119P1084,US,Communication Services,Telecom Services,10093.42104,,,5587857.435,8.063e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Check Point Software Technologies Ltd,,IL0010824113,IL,Technology,Software - Infrastructure,37468.11832,,,11298227.71,0.00016302
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cheng Shin Rubber Industry Co Ltd,,TW0002105004,TW,Consumer Cyclical,Auto Parts,115428.145,,,278924.1787,4.02e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cheniere Energy Inc,,US16411R2085,US,Energy,Oil & Gas Midstream,20935.21527,,,7265363.329,0.00010483
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chevron Corp,,US1667641005,US,Energy,Oil & Gas Integrated,182083.8701,,,42595538.64,0.00061462
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chiba Bank Ltd/The,,JP3511800009,JP,Financial Services,Banks - Regional,59101.19461,,,742518.1918,1.071e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Airlines Ltd,,TW0002610003,TW,Industrials,Airlines,171516.469,,,216734.7945,3.13e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China CITIC Bank Corp Ltd,,CNE1000001Q4,CN,Financial Services,Banks - Regional,4340917.567,,,4846780.661,6.994e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Communications Services Corp Ltd,,CNE1000002G3,CN,Communication Services,Telecom Services,105673.6539,,,100191.0934,1.45e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Construction Bank Corp,,CNE1000002H1,CN,Financial Services,Banks - Diversified,21978040.17,,,29611575.25,0.00042727
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Construction Bank Corp,,CNE100000742,CN,Financial Services,Banks - Diversified,34222.00637,,,66561.03828,9.6e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China CSSC Holdings Ltd,,CNE000000W05,CN,Industrials,Aerospace & Defense,15944.52862,,,126869.4721,1.83e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Eastern Airlines Corp Ltd,,CNE000000TR0,CN,Industrials,Airlines,46675.24004,,,41311.62742,6e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Energy Engineering Corp Ltd,,CNE100004QL0,CN,Industrials,Engineering & Construction,115590.7198,,,58571.20776,8.5e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Everbright Bank Co Ltd,,CNE100000SL4,CN,Financial Services,Banks - Regional,165489.0063,,,141711.7514,2.04e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Everbright Bank Co Ltd,,CNE100001QW3,CN,Financial Services,Banks - Regional,231669.1642,,,145469.7585,2.1e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Feihe Ltd,,KYG2121Q1055,KY,Consumer Defensive,Packaged Foods,651038.6674,,,737735.7474,1.064e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Galaxy Securities Co Ltd,,CNE100001NT6,CN,Financial Services,Capital Markets,208502.2478,,,307365.0721,4.44e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Galaxy Securities Co Ltd,,CNE100002FG7,CN,Financial Services,Capital Markets,31360.68897,,,105684.4895,1.52e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Gas Holdings Ltd,,BMG2109G1033,BM,Utilities,Utilities - Regulated Gas,161599.403,,,227470.9613,3.28e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Greatwall Technology Group Co Ltd,,CNE000000RL7,CN,Technology,Computer Hardware,8860.329439,,,28565.05994,4.1e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Hongqiao Group Ltd,,KYG211501005,KY,Basic Materials,Aluminum,170297.1576,,,416401.4811,6.01e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China International Capital Corp Ltd,,CNE1000048J0,CN,Financial Services,Capital Markets,10486.07796,,,78169.95571,1.13e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China International Capital Corp Ltd,,CNE100002359,CN,Financial Services,Capital Markets,90391.61776,,,240942.6777,3.48e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Jushi Co Ltd,,CNE000000YM1,CN,Basic Materials,Building Materials,23227.88199,,,58540.85503,8.4e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Life Insurance Co Ltd,,CNE1000002L3,CN,Financial Services,Insurance - Life,441313.1342,,,1347008.859,1.944e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Life Insurance Co Ltd,,CNE000001Q93,CN,Financial Services,Insurance - Life,9449.663278,,,87652.31279,1.26e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Literature Ltd,,KYG2121R1039,KY,Communication Services,Internet Content & Information,24223.65296,,,126922.2358,1.83e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Longyuan Power Group Corp Ltd,,CNE100000HD4,CN,Utilities,Utilities - Renewable,198341.3196,,,265580.7583,3.83e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Medical System Holdings Ltd,,KYG211081248,KY,Healthcare,Drug Manufacturers - Specialty & Generic,2760950.604,,,4334141.948,6.254e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Mengniu Dairy Co Ltd,,KYG210961051,KY,Consumer Defensive,Packaged Foods,2632783.22,,,9612517.77,0.0001387
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Merchants Bank Co Ltd,,CNE1000002M1,CN,Financial Services,Banks - Regional,2630330.912,,,21876000.41,0.00031565
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Merchants Bank Co Ltd,,CNE000001B33,CN,Financial Services,Banks - Regional,71756.47534,,,623992.5456,9e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Merchants Energy Shipping Co Ltd,,CNE000001PQ8,CN,Energy,Oil & Gas Midstream,18696.10799,,,26517.64916,3.8e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Merchants Expressway Network & Technology Holdings Co Ltd,,CNE1000032B1,CN,Industrials,Infrastructure Operations,26906.13802,,,83052.23297,1.2e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Merchants Port Holdings Co Ltd,,HK0144000764,HK,Industrials,Marine Shipping,82913.17457,,,238592.7151,3.44e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Merchants Securities Co Ltd,,CNE100000HK9,CN,Financial Services,Capital Markets,26499.70089,,,112347.1971,1.62e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Merchants Shekou Industrial Zone Holdings Co Ltd,,CNE100002FC6,CN,Real Estate,Real Estate - Development,27637.72486,,,62622.15038,9e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Minsheng Banking Corp Ltd,,CNE0000015Y0,CN,Financial Services,Banks - Regional,126442.5912,,,115549.7997,1.67e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Minsheng Banking Corp Ltd,,CNE100000HF9,CN,Financial Services,Banks - Regional,2506218.19,,,1792564.799,2.587e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China National Building Material Co Ltd,,CNE1000002N9,CN,Basic Materials,Building Materials,230856.29,,,169919.2279,2.45e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China National Chemical Engineering Co Ltd,,CNE100000KC0,CN,Industrials,Engineering & Construction,39261.82678,,,72019.61087,1.04e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China National Nuclear Power Co Ltd,,CNE1000022N7,CN,Utilities,Utilities - Regulated Electric,67305.98877,,,155333.0122,2.24e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China National Software & Service Co Ltd,,CNE000001BB0,CN,Technology,Software - Application,3032.020992,,,31324.3291,4.5e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Northern Rare Earth Group High-Tech Co Ltd,,CNE000000T18,CN,Basic Materials,Other Industrial Metals & Mining,18659.52865,,,87613.65249,1.26e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Oilfield Services Ltd,,CNE1000002P4,CN,Energy,Oil & Gas Equipment & Services,107299.4024,,,157060.6952,2.27e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Overseas Land & Investment Ltd,,HK0688002218,HK,Real Estate,Real Estate - Development,221365.2781,,,570727.407,8.24e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Pacific Insurance Group Co Ltd,,CNE1000009Q7,CN,Financial Services,Insurance - Life,157430.4675,,,824872.5792,1.19e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Pacific Insurance Group Co Ltd,,CNE1000008M8,CN,Financial Services,Insurance - Life,24426.87153,,,184201.51,2.66e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Petroleum & Chemical Corp,,CNE0000018G1,CN,Energy,Oil & Gas Integrated,113009.8441,,,167039.2307,2.41e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Petroleum & Chemical Corp,,CNE1000002Q2,CN,Energy,Oil & Gas Integrated,1412424.244,,,1306840.897,1.886e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Power International Development Ltd,,HK2380027329,HK,Utilities,Utilities - Regulated Electric,294260.4823,,,193949.5388,2.8e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Railway Group Ltd,,CNE1000007Z2,CN,Industrials,Engineering & Construction,250365.2722,,,206142.1568,2.97e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Railway Group Ltd,,CNE100000866,CN,Industrials,Engineering & Construction,73239.97087,,,103555.8807,1.49e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Railway Signal & Communication Corp Ltd,,CNE100003MP2,CN,Industrials,Railroads,16111.98072,,,22317.6823,3.2e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Resources Beer Holdings Co Ltd,,HK0291001490,HK,Consumer Defensive,Beverages - Brewers,94987.83585,,,498685.7039,7.2e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Resources Gas Group Ltd,,BMG2113B1081,BM,Utilities,Utilities - Regulated Gas,55031.58743,,,351847.6895,5.08e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Resources Land Ltd,,KYG2108Y1052,KY,Real Estate,Real Estate - Development,197920.593,,,927972.4267,1.339e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Resources Microelectronics Ltd,,CNE100003S06,CN,Technology,Semiconductors,4707.354842,,,49153.29535,7.1e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Resources Mixc Lifestyle Services Ltd,,KYG2122G1064,KY,Real Estate,Real Estate Services,40806.28788,,,245201.1308,3.54e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Resources Pharmaceutical Group Ltd,,HK0000311099,HK,Healthcare,Drug Manufacturers - Specialty & Generic,93480.53995,,,110788.2262,1.6e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Resources Power Holdings Co Ltd,,HK0836012952,HK,Utilities,Utilities - Independent Power Producers,113802.3965,,,446735.9895,6.45e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Resources Sanjiu Medical & Pharmaceutical Co Ltd,,CNE0000011K8,CN,Healthcare,Drug Manufacturers - Specialty & Generic,4860.988078,,,47692.04819,6.9e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Ruyi Holdings Ltd,,BMG4404N1149,BM,Communication Services,Entertainment,351161.6805,,,178883.6866,2.58e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Southern Airlines Co Ltd,,CNE000001FG0,CN,Industrials,Airlines,38692.8148,,,55564.93049,8e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China State Construction Engineering Corp Ltd,,CNE100000F46,CN,Industrials,Engineering & Construction,149495.7052,,,198474.9561,2.86e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China State Construction International Holdings Ltd,,KYG216771363,KY,Industrials,Engineering & Construction,120305.3905,,,306671.2758,4.43e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Steel Corp,,TW0002002003,TW,Basic Materials,Steel,692274.8071,,,670156.938,9.67e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Taiping Insurance Holdings Co Ltd,,HK0000055878,HK,Financial Services,Insurance - Life,85514.3722,,,206605.926,2.98e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Three Gorges Renewables Group Co Ltd,,CNE1000051F2,CN,Utilities,Utilities - Renewable,102097.0071,,,98723.42449,1.42e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Tourism Group Duty Free Corp Ltd,,CNE100000G29,CN,Consumer Cyclical,Specialty Retail,10181.25011,,,150961.5939,2.18e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Tower Corp Ltd,,CNE100003688,CN,Communication Services,Telecom Services,2633712.604,,,613315.5073,8.85e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China United Network Communications Ltd,,CNE000001CS2,CN,Communication Services,Telecom Services,113395.9593,,,133234.8547,1.92e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Vanke Co Ltd,,CNE100001SR9,CN,Real Estate,Real Estate - Development,131197.9056,,,144304.5845,2.08e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Vanke Co Ltd,,CNE0000000T2,CN,Real Estate,Real Estate - Development,34717.85966,,,55771.88828,8e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Yangtze Power Co Ltd,,CNE000001G87,CN,Utilities,Utilities - Renewable,84498.27938,,,552498.4986,7.97e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,China Zheshang Bank Co Ltd,,CNE100003PS9,CN,Financial Services,Banks - Regional,88920.31535,,,57255.83089,8.3e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chipotle Mexican Grill Inc,,US1696561059,US,Consumer Cyclical,Restaurants,394841.9024,,,38454278.79,0.00055487
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chocoladefabriken Lindt & Spruengli AG,,CH0010570759,CH,Consumer Defensive,Confectioners,11.381281,,,2028369.142,2.927e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chocoladefabriken Lindt & Spruengli AG,,CH0010570767,CH,Consumer Defensive,Confectioners,57.997636,,,1040867.918,1.502e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Cholamandalam Investment and Finance Co Ltd,,INE121A01024,IN,Financial Services,Credit Services,24425.24578,,,546469.3208,7.89e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chongqing Brewery Co Ltd,,CNE000000TL3,CN,Consumer Defensive,Beverages - Brewers,1300.598817,,,18136.24897,2.6e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Chongqing Changan Automobile Co Ltd,,CNE000000R36,CN,Consumer Cyclical,Auto Manufacturers,29503.27128,,,87217.24623,1.26e-06
