Name/Kind of Investment Item,Stock ID,ISIN,ticker,exchCode,micCode,name,marketSector,compositeFIGI,HomeCountry,mapped_country,mapped_priority,Primary,PrimaryListingCountry,PrimaryTicker
NOBLEOAK LIFE LIMITED ORDINARY FULLY PAID,AU0000161580,AU0000161580,NOL,AT,,NOBLEOAK LIFE LTD,Equity,BBG00HNLG0C9,AU,AU,1.0,True,AU,NOL
NOHO PARTNERS OYJ,FI4000064332,FI4000064332,NOHO,FH,,NOHO PARTNERS OYJ,Equity,BBG001RY95Y5,FI,FI,1.0,True,FI,NOHO
NOK CORP,JP3164800009,JP3164800009,7240,JT,,NOK CORP,Equity,BBG000BM9NV4,JP,JP,1.0,True,JP,7240
NOKIA OYJ,FI0009000681,FI0009000681,NOKIA,FH,,NOKIA OYJ,Equity,BBG000BBWYN7,FI,FI,1.0,True,FI,NOKIA
NOMURA HOLDINGS INC,JP3762600009,JP3762600009,8604,JT,,NOMURA HOLDINGS INC,Equity,BBG000BGX3Z0,JP,JP,1.0,True,JP,8604
NOMURA RESEARCH INSTITUTE LTD,JP3762800005,JP3762800005,4307,JT,,NOMURA RESEARCH INSTITUTE LT,Equity,BBG000KPFMH8,JP,JP,1.0,True,JP,4307
NORCONSULT ORD SHS,NO0013052209,NO0013052209,NORCO,NO,,NORCONSULT AS,Equity,BBG0018FZGH3,NO,NO,1.0,True,NO,NORCO
NORDEA BANK ABP,FI4000297767,FI4000297767,NDA,FH,,NORDEA BANK ABP,Equity,BBG00LWMJDK8,FI,FI,1.0,True,FI,NDA
NORDSON CORP,US6556631025,US6556631025,NDSN,UA,,NORDSON CORP,Equity,BBG000BPWGR1,US,US,1.0,True,US,NDSN
NORFOLK SOUTHERN CORP USD,US6558441084,US6558441084,NSC,UA,,NORFOLK SOUTHERN CORP,Equity,BBG000BQ5DS5,US,US,1.0,True,US,NSC
NORITAKE CO LTD,JP3763000001,JP3763000001,5331,JT,,NORITAKE CO LTD,Equity,BBG000BG9QB2,JP,JP,1.0,True,JP,5331
NORSK HYDRO ASA,NO0005052605,NO0005052605,NHY,NO,,NORSK HYDRO ASA,Equity,BBG000C34K73,NO,NO,1.0,True,NO,NHY
NORTH WEST CO INC VAR VTG AND COM VTG,CA6632782083,CA6632782083,NWC,CT,,NORTH WEST CO INC/THE,Equity,BBG000BY0R66,CA,CA,1.0,True,CA,NWC
NORTHERN STAR RESOURCES LTD,AU000000NST8,AU000000NST8,NST,AT,,NORTHERN STAR RESOURCES LTD,Equity,BBG000C82NF9,AU,AU,1.0,True,AU,NST
NORTHERN TRUST CORP,US6658591044,US6658591044,NTRS,UA,,NORTHERN TRUST CORP,Equity,BBG000BQ74K1,US,US,1.0,True,US,NTRS
NORTHROP GRUMMAN CORP,US6668071029,US6668071029,NOC,UA,,NORTHROP GRUMMAN CORP,Equity,BBG000BQ2C28,US,US,1.0,True,US,NOC
NORTONLIFELOCK,US6687711084,US6687711084,GEN,UA,,GEN DIGITAL INC,Equity,BBG000BH2JM1,US,US,1.0,True,US,GEN
NORWEGIAN CRUISE LINE HOLDINGS LTD,BMG667211046,BMG667211046,NCLH,UA,,NORWEGIAN CRUISE LINE HOLDIN,Equity,BBG000BSRN78,BM,US,1.0,True,US,NCLH
NOVA LTD,IL0010845571,IL0010845571,NVMI,IT,,NOVA LTD,Equity,BBG000F2WJ56,IL,IL,1.0,True,IL,NVMI
NOVARTIS  ADR SPONSORED,US66987V1098,US66987V1098,NVS,UA,,NOVARTIS AG-SPONSORED ADR,Equity,BBG000LYF3S8,US,US,1.0,True,US,NVS
NOVARTIS AG,CH0012005267,CH0012005267,NOVN,BW,,NOVARTIS AG-REG,Equity,BBG000NQV2C4,CH,CH,1.0,True,CH,NOVN
NOVO NORDISK ORD SHS CLASS B,DK0062498333,DK0062498333,NOVOB,DC,,NOVO NORDISK A/S-B,Equity,BBG000F8TYC6,DK,DK,1.0,True,DK,NOVOB
NOVOZYMES A S,DK0060336014,DK0060336014,NSISB,DC,,NOVONESIS (NOVOZYMES) B,Equity,BBG000BLL8D5,DK,DK,1.0,True,DK,NSISB
NRW HOLDINGS LTD,AU000000NWH5,AU000000NWH5,NWH,AT,,NRW HOLDINGS LTD,Equity,BBG000RTG6P8,AU,AU,1.0,True,AU,NWH
NS SOLUTIONS CORP NPV,JP3379900008,JP3379900008,2327,JT,,NS SOLUTIONS CORP,Equity,BBG000P4R2V5,JP,JP,1.0,True,JP,2327
NS UNITED KAIUN KAISHA LTD,JP3385000009,JP3385000009,9110,JT,,NS UNITED KAIUN KAISHA LTD,Equity,BBG000BN76W0,JP,JP,1.0,True,JP,9110
NSK LTD JPY,JP3720800006,JP3720800006,6471,JT,,NSK LTD,Equity,BBG000BFJCN1,JP,JP,1.0,True,JP,6471
NTT DATA GROUP CORPORATION,JP3165700000,JP3165700000,9613,JT,,NTT DATA GROUP CORP,Equity,BBG000F2WJ74,JP,JP,1.0,True,JP,9613
NU HOLDINGS LTD,KYG6683N1034,KYG6683N1034,NU,UA,,NU HOLDINGS LTD/CAYMAN ISL-A,Equity,BBG0136WM1M4,KY,US,1.0,True,US,NU
NUCOR CORP,US6703461052,US6703461052,NUE,UA,,NUCOR CORP,Equity,BBG000BQ8KV2,US,US,1.0,True,US,NUE
NUFARM LIMITED,AU000000NUF3,AU000000NUF3,NUF,AT,,NUFARM LTD,Equity,BBG000C3MRL2,AU,AU,1.0,True,AU,NUF
NUIX LIMITED,AU0000119307,AU0000119307,NXL,AT,,NUIX LTD,Equity,BBG00Y6QVMW3,AU,AU,1.0,True,AU,NXL
NUSCALE POWER ORD SHS CLASS A,US67079K1007,US67079K1007,SMR,UA,,NUSCALE POWER CORP,Equity,BBG00YG48NM6,US,US,1.0,True,US,SMR
NUTANIX INC,US67059N1081,US67059N1081,NTNX,UA,,NUTANIX INC - A,Equity,BBG001NDW1Z7,US,US,1.0,True,US,NTNX
NUTRIEN LTD COM NPV,CA67077M1086,CA67077M1086,NTR,CT,,NUTRIEN LTD,Equity,BBG00JM9SL98,CA,CA,1.0,True,CA,NTR
NUVALENT INC,US6707031075,US6707031075,NUVL,UA,,NUVALENT INC-A,Equity,BBG00Z1SLMK5,US,US,1.0,True,US,NUVL
NUVISTA ENERGY LTD,CA67072Q1046,CA67072Q1046,NVA,CT,,NUVISTA ENERGY LTD,Equity,BBG000PTNWS2,CA,CA,1.0,True,CA,NVA
NVIDIA CORP,US67066G1040,US67066G1040,NVDA,UA,,NVIDIA CORP,Equity,BBG000BBJQV0,US,US,1.0,True,US,NVDA
NVR INC,US62944T1051,US62944T1051,NVR,UA,,NVR INC,Equity,BBG000BQBYR3,US,US,1.0,True,US,NVR
NXP SEMICONDUCTORS,NL0009538784,NL0009538784,NXPIUSD,X2,,NXP SEMICONDUCTORS NV,Equity,BBG00JNKHFW1,NL,NL,1.0,True,NL,NXPIUSD
OBAYASHI CORPORATION,JP3190000004,JP3190000004,1802,JT,,OBAYASHI CORP,Equity,BBG000BFRCY0,JP,JP,1.0,True,JP,1802
OBIC BUSINESS CONSULTANTS CO LTD,JP3173500004,JP3173500004,4733,JT,,OBIC BUSINESS CONSULTANTS,Equity,BBG000D3JV72,JP,JP,1.0,True,JP,4733
OBIC CO LTD,JP3173400007,JP3173400007,4684,JT,,OBIC CO LTD,Equity,BBG000BYYCK6,JP,JP,1.0,True,JP,4684
OBJECTIVE CORPORATION LTD,AU000000OCL7,AU000000OCL7,OCL,AT,,OBJECTIVE CORPORATION LTD,Equity,BBG000C13Y69,AU,AU,1.0,True,AU,OCL
OBSIDIAN ENERGY LT COM NPV,CA6744822033,CA6744822033,OBE,CT,,OBSIDIAN ENERGY LTD,Equity,BBG000BCDJV0,CA,CA,1.0,True,CA,OBE
OCCIDENTAL PETROLEUM CORP,US6745991058,US6745991058,OXY,UA,,OCCIDENTAL PETROLEUM CORP,Equity,BBG000BQQ2S6,US,US,1.0,True,US,OXY
OCEANAGOLD CORP,CA6752221037,CA6752221037,,,,,,,CA,,,True,CA,
OFG BANCORP COM USD1,PR67103X1020,PR67103X1020,OFG,UA,,OFG BANCORP,Equity,BBG000F5VMF2,PR,US,1.0,True,US,OFG
OFX GROUP LIMITED,AU000000OFX5,AU000000OFX5,OFX,AT,,OFX GROUP LTD,Equity,BBG005BRS504,AU,AU,1.0,True,AU,OFX
OIL REFINERIES LTD,IL0025902482,IL0025902482,ORL,IT,,OIL REFINERIES LTD,Equity,BBG000Q9GLV3,IL,IL,1.0,True,IL,ORL
OKAMURA CORP,JP3192400004,JP3192400004,7994,JT,,OKAMURA CORP,Equity,BBG000BMM7L5,JP,JP,1.0,True,JP,7994
OKANO VALVE MFG ORD SHS,JP3191600000,JP3191600000,6492,JT,,OKANO VALVE MANUFACTURING CO,Equity,BBG000BP4TC0,JP,JP,1.0,True,JP,6492
OKTA INC,US6792951054,US6792951054,OKTA,UA,,OKTA INC,Equity,BBG001YV1SM4,US,US,1.0,True,US,OKTA
OLBA HEALTHCARE HOLDINGS ORD SHS,JP3226700007,JP3226700007,2689,JT,,OLBA HEALTHCARE HOLDINGS INC,Equity,BBG000BP4XX8,JP,JP,1.0,True,JP,2689
OLD DOMINION FREIGHT LINE INC,US6795801009,US6795801009,ODFL,UA,,OLD DOMINION FREIGHT LINE,Equity,BBG000CHSS88,US,US,1.0,True,US,ODFL
OLD REPUBLIC INTL CORP,US6802231042,US6802231042,ORI,UA,,OLD REPUBLIC INTL CORP,Equity,BBG000C4PLF7,US,US,1.0,True,US,ORI
OLYMPUS CORP,JP3201200007,JP3201200007,7733,JT,,OLYMPUS CORP,Equity,BBG000BGS8G6,JP,JP,1.0,True,JP,7733
OMNI BRIDGEWAY LIMITED ORDINARY FULLY PAID,AU0000082489,AU0000082489,OBL,AT,,OMNI BRIDGEWAY LTD,Equity,BBG000DXKPM0,AU,AU,1.0,True,AU,OBL
OMNICOM GROUP,US6819191064,US6819191064,OMC,UA,,OMNICOM GROUP,Equity,BBG000BS9489,US,US,1.0,True,US,OMC
OMRON CORP,JP3197800000,JP3197800000,6645,JT,,OMRON CORP,Equity,BBG000BGJC59,JP,JP,1.0,True,JP,6645
OMV AG,AT0000743059,AT0000743059,OMV,AV,,OMV AG,Equity,BBG000BL7S92,AT,AT,1.0,True,AT,OMV
ON SEMICONDUCTOR CORPORATION,US6821891057,US6821891057,ON,UA,,ON SEMICONDUCTOR,Equity,BBG000DV7MX4,US,US,1.0,True,US,ON
ONEMAIN HOLDINGS INC,US68268W1036,US68268W1036,OMF,UA,,ONEMAIN HOLDINGS INC,Equity,BBG005497GZ3,US,US,1.0,True,US,OMF
ONESPAN INC COM USD0,US68287N1000,US68287N1000,OSPN,UA,,ONESPAN INC,Equity,BBG000BJ3R48,US,US,1.0,True,US,OSPN
ONEX CORP,CA68272K1030,CA68272K1030,ONEX,CT,,ONEX CORPORATION,Equity,BBG000BC6SL9,CA,CA,1.0,True,CA,ONEX
ONO PHARMACEUTICAL CO LTD,JP3197600004,JP3197600004,4528,JT,,ONO PHARMACEUTICAL CO LTD,Equity,BBG000BJY392,JP,JP,1.0,True,JP,4528
OOHIMEDIA LIMITED,AU000000OML6,AU000000OML6,OML,AT,,OOH!MEDIA LTD,Equity,BBG007N467L5,AU,AU,1.0,True,AU,OML
OPEN TEXT CORP,CA6837151068,CA6837151068,OTEX,CT,,OPEN TEXT CORP,Equity,BBG000JXM895,CA,CA,1.0,True,CA,OTEX
ORACLE CORP,US68389X1054,US68389X1054,ORCL,UA,,ORACLE CORP,Equity,BBG000BQLTW7,US,US,1.0,True,US,ORCL
ORACLE CORPORATION JAPAN,JP3689500001,JP3689500001,4716,JT,,ORACLE CORP JAPAN,Equity,BBG000BK8PM4,JP,JP,1.0,True,JP,4716
OREILLY AUTOMOTIVE INC,US67103H1077,US67103H1077,ORLY,UA,,O'REILLY AUTOMOTIVE INC,Equity,BBG000BGYWY6,US,US,1.0,True,US,ORLY
ORICA LIMITED,AU000000ORI1,AU000000ORI1,ORI,AT,,ORICA LTD,Equity,BBG000BZFVV0,AU,AU,1.0,True,AU,ORI
ORIENTAL LAND CO LTD,JP3198900007,JP3198900007,4661,JT,,ORIENTAL LAND CO LTD,Equity,BBG000HPZ1T3,JP,JP,1.0,True,JP,4661
ORION OYJ,FI0009014377,FI0009014377,ORNBV,FH,,ORION OYJ-CLASS B,Equity,BBG000PPDXX3,FI,FI,1.0,True,FI,ORNBV
ORIX CORPORATION,JP3200450009,JP3200450009,8591,JT,,ORIX CORP,Equity,BBG000BN25M8,JP,JP,1.0,True,JP,8591
ORKLA ASA,NO0003733800,NO0003733800,ORK,NO,,ORKLA ASA,Equity,BBG000BDCBX4,NO,NO,1.0,True,NO,ORK
ORORA LIMITED ORDINARY,AU000000ORA8,AU000000ORA8,ORA,AT,,ORORA LTD,Equity,BBG005J6H657,AU,AU,1.0,True,AU,ORA
ORSTED AS,DK0060094928,DK0060094928,ORSTED,DC,,ORSTED A/S,Equity,BBG000BXG658,DK,DK,1.0,True,DK,ORSTED
ORUKA THERAPEUTICS INC,US6876041087,US6876041087,ORKA,UA,,ORUKA THERAPEUTICS INC,Equity,BBG000BWNN28,US,US,1.0,True,US,ORKA
OSB GROUP PLC ORD GBP3.04,GB00BLDRH360,GB00BLDRH360,OSB,LN,,OSB GROUP PLC,Equity,BBG00YB84YF0,GB,GB,1.0,True,GB,OSB
OSISKO GOLD ROYALTIES LTD,CA68827L1013,CA68827L1013,,,,,,,CA,,,True,CA,
OSK MITSUI OSK LINES LTD,JP3362700001,JP3362700001,9104,JT,,MITSUI OSK LINES LTD,Equity,BBG000BKGQW2,JP,JP,1.0,True,JP,9104
OTIS WORLDWIDE COR COM,US68902V1070,US68902V1070,OTIS,UA,,OTIS WORLDWIDE CORP,Equity,BBG00RP60KV0,US,US,1.0,True,US,OTIS
OTP BANK RT,HU0000061726,HU0000061726,OTP,HB,,OTP BANK PLC,Equity,BBG000FSWJ40,HU,HU,1.0,True,HU,OTP
OTSUKA CORPORATION,JP3188200004,JP3188200004,4768,JT,,OTSUKA CORP,Equity,BBG000C0H4Y1,JP,JP,1.0,True,JP,4768
OTSUKA HLDGS CO NPV,JP3188220002,JP3188220002,4578,JT,,OTSUKA HOLDINGS CO LTD,Equity,BBG000DZLC98,JP,JP,1.0,True,JP,4578
OVERSEA-CHINESE BANKING CORP,SG1S04926220,SG1S04926220,OCBC,SP,,OVERSEA-CHINESE BANKING CORP,Equity,BBG000BFDMS0,SG,SG,1.0,True,SG,OCBC
OVINTIV INC,US69047Q1022,US69047Q1022,OVV,UA,,OVINTIV INC,Equity,BBG00R2NHQ65,US,US,1.0,True,US,OVV
OWENS CORNING INC,US6907421019,US6907421019,OC,UA,,OWENS CORNING,Equity,BBG000M44VW8,US,US,1.0,True,US,OC
OXFORD INDUSTRIES INC,US6914973093,US6914973093,OXM,UA,,OXFORD INDUSTRIES INC,Equity,BBG000BQPRQ4,US,US,1.0,True,US,OXM
OXFORD INSTRUMENTS PLC,GB0006650450,GB0006650450,OXIG,LN,,OXFORD INSTRUMENTS PLC,Equity,BBG000BDWZ69,GB,GB,1.0,True,GB,OXIG
OXFORD NANOPORE TECHNOLOGIES PLC,GB00BP6S8Z30,GB00BP6S8Z30,ONT,LN,,OXFORD NANOPORE TECHNOLOGIES,Equity,BBG000BPNL54,GB,GB,1.0,True,GB,ONT
PACCAR INC,US6937181088,US6937181088,PCAR,UA,,PACCAR INC,Equity,BBG000BQVTF5,US,US,1.0,True,US,PCAR
PACIFIC BASIN SHIPPING LTD,BMG684371393,BMG684371393,OYD,GF,,PACIFIC BASIN SHIPPING LTD,Equity,BBG000QTY2V1,BM,DE,1.0,True,DE,OYD
PACIFIC TEXTILES HOLDINGS,KYG686121032,KYG686121032,WHE,GF,,PACIFIC TEXTILES HOLDINGS,Equity,BBG000RFN402,KY,DE,1.0,True,DE,WHE
PACKAGING CORP OF AMERICA,US6951561090,US6951561090,PKG,UA,,PACKAGING CORP OF AMERICA,Equity,BBG000BB8SW7,US,US,1.0,True,US,PKG
PAGEGROUP PLC ORD,GB0030232317,GB0030232317,PAGE,LN,,PAGEGROUP PLC,Equity,BBG000H7G3V7,GB,GB,1.0,True,GB,PAGE
PALANTIR TECHNOLOGIES INC,US69608A1088,US69608A1088,PLTR,UA,,PALANTIR TECHNOLOGIES INC-A,Equity,BBG000N7QR55,US,US,1.0,True,US,PLTR
PALO ALTO NETWORKS INC,US6974351057,US6974351057,PANW,UA,,PALO ALTO NETWORKS INC,Equity,BBG0014GJCT9,US,US,1.0,True,US,PANW
PAN AMERICAN SILVER CORP,CA6979001089,CA6979001089,PAAS,CT,,PAN AMERICAN SILVER CORP,Equity,BBG000BC8SH2,CA,CA,1.0,True,CA,PAAS
PAN PACIFIC INTL H NPV,JP3639650005,JP3639650005,7532,JT,,PAN PACIFIC INTERNATIONAL HO,Equity,BBG000HQ1H40,JP,JP,1.0,True,JP,7532
PANASONIC HOLDINGS CORP,JP3866800000,JP3866800000,6752,JT,,PANASONIC HOLDINGS CORP,Equity,BBG000C267K7,JP,JP,1.0,True,JP,6752
PANDORA,DK0060252690,DK0060252690,PNDORA,DC,,PANDORA A/S,Equity,BBG000VGFVT3,DK,DK,1.0,True,DK,PNDORA
PANDORA AS SPONSORED ADR,US6983412031,US6983412031,,,,,,,US,,,True,US,
PANTORO LTD,AU000000PNR8,AU000000PNR8,PNR,AT,,PANTORO GOLD LTD,Equity,BBG000BWC1X4,AU,AU,1.0,True,AU,PNR
PARADE TECHNOLOGIES LTD,KYG6892A1085,KYG6892A1085,4966TWD,XS,,PARADE TECHNOLOGIES LTD,Equity,BBG00KSR0451,KY,DE,1.0,True,DE,4966TWD
PARADOX INTERACTIVE AB,SE0008294953,SE0008294953,PDX,SF,,PARADOX INTERACTIVE AB,Equity,BBG002YT5Q47,SE,SE,1.0,True,SE,PDX
PARAGON BANKING GR ORD GBP1,GB00B2NGPM57,GB00B2NGPM57,PAG,LN,,PARAGON BANKING GROUP PLC,Equity,BBG000BY20V5,GB,GB,1.0,True,GB,PAG
PARAMOUNT GLOBAL,US92556H2067,US92556H2067,PARA,AV,,PARAMOUNT GLOBAL-CLASS B,Equity,BBG011RJ61S6,US,AT,1.0,True,AT,PARA
PARKER HANNIFIN CORP,US7010941042,US7010941042,PH,UA,,PARKER HANNIFIN CORP,Equity,BBG000BR3KL6,US,US,1.0,True,US,PH
PARKLAND CORP,CA70137W1086,CA70137W1086,PKI,CT,,PARKLAND CORP,Equity,BBG000BCB3K9,CA,CA,1.0,True,CA,PKI
PARTNERS GROUP,CH0024608827,CH0024608827,PGHN,SE,,PARTNERS GROUP HOLDING AG,Equity,BBG000DYF655,CH,CH,1.0,True,CH,PGHN
PAYCHEX INC,US7043261079,US7043261079,PAYX,UA,,PAYCHEX INC,Equity,BBG000BQSQ38,US,US,1.0,True,US,PAYX
PAYCOM SOFTWARE INC,US70432V1026,US70432V1026,PAYC,UA,,PAYCOM SOFTWARE INC,Equity,BBG0064N0ZZ5,US,US,1.0,True,US,PAYC
PAYPAL HOLDINGS INC,US70450Y1038,US70450Y1038,PYPL,UA,,PAYPAL HOLDINGS INC,Equity,BBG0077VNXV6,US,US,1.0,True,US,PYPL
PB FINTECH LTD,INE417T01026,INE417T01026,POLICYBZ,IB,,PB FINTECH LTD,Equity,BBG004DZ49P8,IN,IN,1.0,True,IN,POLICYBZ
PEGASYSTEMS INC,US7055731035,US7055731035,PEGA,UA,,PEGASYSTEMS INC,Equity,BBG000H1RYG7,US,US,1.0,True,US,PEGA
PENTAIR PLC COM,IE00BLS09M33,IE00BLS09M33,PNREUR,XF,,PENTAIR PLC,Equity,BBG006M7NH21,IE,IE,1.0,True,IE,PNREUR
PENUMBRA INC,US70975L1070,US70975L1070,PEN,UA,,PENUMBRA INC,Equity,BBG001BP92V1,US,US,1.0,True,US,PEN
PEPSICO INC CAP 2/3,US7134481081,US7134481081,PEP,UA,,PEPSICO INC,Equity,BBG000DH7JK6,US,US,1.0,True,US,PEP
PER AARSLEFF HLDNG DKK2 B,DK0060700516,DK0060700516,PAALB,DC,,PER AARSLEFF HOLDING A/S,Equity,BBG000BQHFT6,DK,DK,1.0,True,DK,PAALB
PERENTI LTD,AU0000061897,AU0000061897,PRN,AT,,PERENTI LTD,Equity,BBG000BF8N04,AU,AU,1.0,True,AU,PRN
PERIMETER SOLUTIONS INC,US71385M1071,US71385M1071,PRM,UA,,PERIMETER SOLUTIONS INC,Equity,BBG01QXPR7H6,US,US,1.0,True,US,PRM
PERNOD-RICARD SA,FR0000120693,FR0000120693,RI,FP,,PERNOD RICARD SA,Equity,BBG000BC9LX8,FR,FR,1.0,True,FR,RI
PERPETUAL TRUSTEES AUSTRALIA LIMITED,AU000000PPT9,AU000000PPT9,PPT,AT,,PERPETUAL LTD,Equity,BBG000BB4K21,AU,AU,1.0,True,AU,PPT
PERSEUS MINING LTD,AU000000PRU3,AU000000PRU3,PRU,AT,,PERSEUS MINING LTD,Equity,BBG000Q68231,AU,AU,1.0,True,AU,PRU
PERSIMMON PLC,GB0006825383,GB0006825383,PSN,LN,,PERSIMMON PLC,Equity,BBG000BDY689,GB,GB,1.0,True,GB,PSN
PERSISTENT SYSTEMS ORD SHS,INE262H01021,INE262H01021,PSYS,IB,,PERSISTENT SYSTEMS LTD,Equity,BBG000TL5HN3,IN,IN,1.0,True,IN,PSYS
PERSOL HOLDINGS CO NPV,JP3547670004,JP3547670004,2181,JT,,PERSOL HOLDINGS CO LTD,Equity,BBG000BZZNK8,JP,JP,1.0,True,JP,2181
PETER WARREN AUTOMOTIVE HOLDINGS LIMITED ORDINARY FULLY PAID,AU0000143711,AU0000143711,PWR,AT,,PETER WARREN AUTOMOTIVE HOLD,Equity,BBG001WVVS52,AU,AU,1.0,True,AU,PWR
PETERSHILL PARTNERS PLC,GB00BL9ZF303,GB00BL9ZF303,PHLL,LN,,PETERSHILL PARTNERS PLC,Equity,BBG012F02059,GB,GB,1.0,True,GB,PHLL
PETROCHINA CO LTD H,CNE1000003W8,CNE1000003W8,PECN,AV,,PETROCHINA CO LTD-H,Equity,BBG013SWP0D9,CN,AT,1.0,True,AT,PECN
PETROLEO BRASILEIRO PETROBRAS SA,BRPETRACNPR6,BRPETRACNPR6,PETR4,BS,,PETROBRAS - PETROLEO BRAS-PR,Equity,BBG000BF4R45,BR,BR,1.0,True,BR,PETR4
PETROLEO BRASILRIRO SA,BRPETRACNOR9,BRPETRACNOR9,PETR3,BS,,PETROBRAS - PETROLEO BRAS,Equity,BBG000BFTB25,BR,BR,1.0,True,BR,PETR3
PETS AT HOME GROUP PLC,GB00BJ62K685,GB00BJ62K685,PETS,LN,,PETS AT HOME GROUP PLC,Equity,BBG0060MBR69,GB,GB,1.0,True,GB,PETS
PFIZER INC COM,US7170811035,US7170811035,PFE,UA,,PFIZER INC,Equity,BBG000BR2B91,US,US,1.0,True,US,PFE
PHARMARON BEIJING CO LTD,CNE100003PG4,CNE100003PG4,PHBBF,PQ,,PHARMARON BEIJING CO LTD-H,Equity,BBG0118KTX45,CN,US,1.0,True,US,PHBBF
PHILLIPS COM,US7185461040,US7185461040,PSX,UA,,PHILLIPS 66,Equity,BBG00286S4N9,US,US,1.0,True,US,PSX
PHOENIX GP HLDGS ORD,GB00BGXQNP29,GB00BGXQNP29,PHNX,LN,,PHOENIX GROUP HOLDINGS PLC,Equity,BBG00MH6HCQ6,GB,GB,1.0,True,GB,PHNX
PHOENIX FINANCIAL LTD,IL0007670123,IL0007670123,PHOE,IT,,PHOENIX FINANCIAL LTD,Equity,BBG000G2KGR0,IL,IL,1.0,True,IL,PHOE
PHOTO ME INTERNATIONAL PLC,GB0008481250,GB0008481250,MEGP,LN,,ME GROUP INTERNATIONAL PLC,Equity,BBG000BDXCX9,GB,GB,1.0,True,GB,MEGP
PI INDUSTRIES LTD,INE603J01030,INE603J01030,PI,IB,,PI INDUSTRIES LTD,Equity,BBG000CXGL90,IN,IN,1.0,True,IN,PI
PIDILITE INDUSTRIES LTD,INE318A01026,INE318A01026,PIDI,IB,,PIDILITE INDUSTRIES LTD,Equity,BBG000CXSFG2,IN,IN,1.0,True,IN,PIDI
PIERRE ET VACANCES SA,FR0000073041,FR0000073041,VAC,FP,,PIERRE & VACANCES,Equity,BBG000BWYBR5,FR,FR,1.0,True,FR,VAC
PILBARA MINERALS LTD,AU000000PLS0,AU000000PLS0,PLS,AT,,PILBARA MINERALS LTD,Equity,BBG000RLN524,AU,AU,1.0,True,AU,PLS
PILGRIMS PRIDE CORP,US72147K1088,US72147K1088,PPC,UA,,PILGRIM'S PRIDE CORP,Equity,BBG000BFLXV3,US,US,1.0,True,US,PPC
PINEWOOD TECHNOLOGIES GROUP ORD SHS,GB00BSB7BS06,GB00BSB7BS06,PDG,XC,,PINEWOOD TECHNOLOGIES GROUP,Equity,BBG000H2JF84,GB,GB,1.0,True,GB,PDG
PINNACLE INVESTMENT MANAGEMENT GROUP LTD,AU000000PNI7,AU000000PNI7,PNI,AT,,PINNACLE INVESTMENT MANAGEME,Equity,BBG000F8GKY6,AU,AU,1.0,True,AU,PNI
PINTEREST INC,US72352L1061,US72352L1061,PINS,UA,,PINTEREST INC- CLASS A,Equity,BBG002583CV8,US,US,1.0,True,US,PINS
PJT PARTNERS INC,US69343T1079,US69343T1079,PJT,UA,,PJT PARTNERS INC - A,Equity,BBG0079T1PZ6,US,US,1.0,True,US,PJT
PLANET FITNESS INC,US72703H1014,US72703H1014,PLNT,UA,,PLANET FITNESS INC - CL A,Equity,BBG009H04M17,US,US,1.0,True,US,PLNT
PLATINUM ASSET MANAGEMENT LTD,AU000000PTM6,AU000000PTM6,PTM,AT,,PLATINUM ASSET MANAGEMENT,Equity,BBG000RK24T3,AU,AU,1.0,True,AU,PTM
PLEXUS CORP,US7291321005,US7291321005,PLXS,UA,,PLEXUS CORP,Equity,BBG000BRBX66,US,US,1.0,True,US,PLXS
PLIANT THERAPEUTICS INC,US7291391057,US7291391057,PLRX,UA,,PLIANT THERAPEUTICS INC,Equity,BBG00C8083N4,US,US,1.0,True,US,PLRX
PLOVER BAY TECHNOLOGIES LTD,KYG713321035,KYG713321035,PBTDF,PQ,,PLOVER BAY TECHNOLOGIES LTD,Equity,BBG00VVST0W8,KY,US,1.0,True,US,PBTDF
PLUS500 LTD,IL0011284465,IL0011284465,PLUS,LN,,PLUS500 LTD,Equity,BBG004V7D7P4,IL,GB,1.0,True,GB,PLUS
PLUSZERO INC,JP3832750008,JP3832750008,5132,JT,,PLUSZERO INC,Equity,BBG01228QCH1,JP,JP,1.0,True,JP,5132
POLYNOVO LIMITED,AU000000PNV0,AU000000PNV0,PNV,AT,,POLYNOVO LTD,Equity,BBG000C1P0L2,AU,AU,1.0,True,AU,PNV
POOL CORPORATION,US73278L1052,US73278L1052,POOL,UA,,POOL CORP,Equity,BBG000BCVG28,US,US,1.0,True,US,POOL
POP MART INTERNATIONAL GROUP LTD,KYG7170M1033,KYG7170M1033,POPMF,PQ,,POP MART INTERNATIONAL GROUP,Equity,BBG01R383QQ9,KY,US,1.0,True,US,POPMF
POPULAR INC COM USD6 POST REV SPLIT,PR7331747001,PR7331747001,BPOP,UA,,POPULAR INC,Equity,BBG000BDNB35,PR,US,1.0,True,US,BPOP
PORSCHE AUTOMOBIL HOLDING SE,DE000PAH0038,DE000PAH0038,PAH3,GF,,PORSCHE AUTOMOBIL HLDG-PRF,Equity,BBG000BCZ5F4,DE,DE,1.0,True,DE,PAH3
PORTO SEGURO SA,BRPSSAACNOR7,BRPSSAACNOR7,PSSA3,BS,,PORTO SEGURO SA,Equity,BBG000D7JMP3,BR,BR,1.0,True,BR,PSSA3
