Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Balanced Growth,Listed Equity,,Shanghai Fosun Pharmaceutical Group Co Ltd,7535.344395,41433.84306,0.0000006,,,CNE000000X38
31/12/2024,Balanced Growth,Listed Equity,,Shanghai International Airport Co Ltd,4470.808433,33783.33877,0.00000049,,,CNE000000V89
31/12/2024,Balanced Growth,Listed Equity,,Shanghai M&G Stationery Inc,7559.730622,50600.80493,0.00000073,,,CNE100001V60
31/12/2024,Balanced Growth,Listed Equity,,Shanghai Pharmaceuticals Holding Co Ltd,16415.99569,76280.28318,0.0000011,,,CNE000000C82
31/12/2024,Balanced Growth,Listed Equity,,Shanghai Pharmaceuticals Holding Co Ltd,43732.63521,114752.6058,0.00000166,,,CNE1000012B3
31/12/2024,Balanced Growth,Listed Equity,,Shanghai Pudong Development Bank Co Ltd,104653.4967,238283.9936,0.00000344,,,CNE0000011B7
31/12/2024,Balanced Growth,Listed Equity,,Shanghai Putailai New Energy Technology Co Ltd,7169.550977,25239.91649,0.00000036,,,CNE100002TX3
31/12/2024,Balanced Growth,Listed Equity,,Shanghai RAAS Blood Products Co Ltd,18452.24571,29478.95821,0.00000043,,,CNE100000C31
31/12/2024,Balanced Growth,Listed Equity,,Shanghai Rural Commercial Bank Co Ltd,33490.41953,63063.18344,0.00000091,,,CNE100004QD7
31/12/2024,Balanced Growth,Listed Equity,,Shanghai United Imaging Healthcare Co Ltd,2869.446139,80254.7831,0.00000116,,,CNE100005PN5
31/12/2024,Balanced Growth,Listed Equity,,Shanjin International Gold Co Ltd,19508.98225,66348.97564,0.00000096,,,CNE0000012L4
31/12/2024,Balanced Growth,Listed Equity,,Shanxi Xinghuacun Fen Wine Factory Co Ltd,4361.070407,177759.1888,0.00000256,,,CNE000000DH5
31/12/2024,Balanced Growth,Listed Equity,,Shell PLC,648824.5748,32561093.48,0.00046983,,,GB00BP6MXD84
31/12/2024,Balanced Growth,Listed Equity,,Shenergy Co Ltd,42919.76095,90125.82414,0.0000013,,,CNE0000005Q7
31/12/2024,Balanced Growth,Listed Equity,,Shengyi Technology Co Ltd,3007.634764,16005.38039,0.00000023,,,CNE000000XL5
31/12/2024,Balanced Growth,Listed Equity,,Shennan Circuits Co Ltd,812.87426,22483.24853,0.00000032,,,CNE100003373
31/12/2024,Balanced Growth,Listed Equity,,Shenwan Hongyuan Group Co Ltd,74747.85262,88486.75261,0.00000128,,,CNE100002FD4
31/12/2024,Balanced Growth,Listed Equity,,Shenzhen Inovance Technology Co Ltd,501015.0628,6494203.657,0.00009371,,,CNE100000V46
31/12/2024,Balanced Growth,Listed Equity,,Shenzhen Mindray Bio-Medical Electronics Co Ltd,46450.6884,2620946.091,0.00003782,,,CNE100003G67
31/12/2024,Balanced Growth,Listed Equity,,Shenzhen New Industries Biomedical Engineering Co Ltd,5043.071912,79060.71959,0.00000114,,,CNE100003T39
31/12/2024,Balanced Growth,Listed Equity,,Shenzhen Salubris Pharmaceuticals Co Ltd,3820.509024,26147.30364,0.00000038,,,CNE100000FW8
31/12/2024,Balanced Growth,Listed Equity,,Shenzhen Transsion Holdings Co Ltd,4012.34735,84342.77653,0.00000122,,,CNE100003P74
31/12/2024,Balanced Growth,Listed Equity,,Shenzhou International Group Holdings Ltd,53825.34977,693866.7741,0.00001001,,,KYG8087W1015
31/12/2024,Balanced Growth,Listed Equity,,Sherwin-Williams Co/The,42686.3913,23435976.73,0.00033816,,,US8243481061
31/12/2024,Balanced Growth,Listed Equity,,Shijiazhuang Yiling Pharmaceutical Co Ltd,6031.527013,21367.04211,0.00000031,,,CNE1000015S0
31/12/2024,Balanced Growth,Listed Equity,,Shimadzu Corp,153989.9526,7059705.376,0.00010187,,,JP3357200009
31/12/2024,Balanced Growth,Listed Equity,,Shimano Inc,7249.163072,1593531.389,0.00002299,,,JP3358000002
31/12/2024,Balanced Growth,Listed Equity,,Shin-Etsu Chemical Co Ltd,87500.97907,4762366.965,0.00006872,,,JP3371200001
31/12/2024,Balanced Growth,Listed Equity,,Shinhan Financial Group Co Ltd,836929.2936,43752573.06,0.00063132,,,KR7055550008
31/12/2024,Balanced Growth,Listed Equity,,Shin Kong Financial Holding Co Ltd,844479.6246,490915.356,0.00000708,,,TW0002888005
31/12/2024,Balanced Growth,Listed Equity,,Shionogi & Co Ltd,175026.5473,3991381.102,0.00005759,,,JP3347200002
31/12/2024,Balanced Growth,Listed Equity,,Shiseido Co Ltd,28773.7307,823980.9853,0.00001189,,,JP3351600006
31/12/2024,Balanced Growth,Listed Equity,,Shizuoka Financial Group Inc,157141.1111,2074368.446,0.00002993,,,JP3351500008
31/12/2024,Balanced Growth,Listed Equity,,Shopify Inc,297676.2801,51129867.89,0.00073776,,,CA82509L1076
31/12/2024,Balanced Growth,Listed Equity,,Shoprite Holdings Ltd,27897.8093,703213.9762,0.00001015,,,ZAE000012084
31/12/2024,Balanced Growth,Listed Equity,,Shree Cement Ltd,535.684138,259659.579,0.00000375,,,INE070A01015
31/12/2024,Balanced Growth,Listed Equity,,Shriram Finance Ltd,15917.36535,867564.4396,0.00001252,,,INE721A01047
31/12/2024,Balanced Growth,Listed Equity,,Siam Cement PCL/The,131.940111,1050.024537,0.00000002,,,TH0003010Z12
31/12/2024,Balanced Growth,Listed Equity,,Siam Cement PCL/The,46333.83285,368740.4685,0.00000532,,,TH0003010R12
31/12/2024,Balanced Growth,Listed Equity,,Sibanye Stillwater Ltd,168212.948,215676.7492,0.00000311,,,ZAE000259701
31/12/2024,Balanced Growth,Listed Equity,,Sichuan Chuantou Energy Co Ltd,22057.34306,84191.45999,0.00000121,,,CNE000000BQ0
31/12/2024,Balanced Growth,Listed Equity,,Sichuan Kelun Pharmaceutical Co Ltd,9673.2037,64062.34409,0.00000092,,,CNE100000PW7
31/12/2024,Balanced Growth,Listed Equity,,Sichuan Road and Bridge Group Co Ltd,37879.94054,61019.18672,0.00000088,,,CNE000001DQ4
31/12/2024,Balanced Growth,Listed Equity,,Siemens AG,210022.9548,66232377.97,0.00095568,,,DE0007236101
31/12/2024,Balanced Growth,Listed Equity,,Siemens Energy AG,402413.9496,33906675.06,0.00048925,,,DE000ENER6Y0
31/12/2024,Balanced Growth,Listed Equity,,Siemens Healthineers AG,22784.96595,1951067.788,0.00002815,,,DE000SHL1006
31/12/2024,Balanced Growth,Listed Equity,,Siemens Ltd,5137.671802,633493.5362,0.00000914,,,INE003A01024
31/12/2024,Balanced Growth,Listed Equity,,Sieyuan Electric Co Ltd,4958.532989,79765.18081,0.00000115,,,CNE000001KM8
31/12/2024,Balanced Growth,Listed Equity,,SIG Group AG,15614.64762,497571.5769,0.00000718,,,CH0435377954
31/12/2024,Balanced Growth,Listed Equity,,Sigma Healthcare Ltd,39079929.01,102389414,0.0014774,,,AU000000SIG5
31/12/2024,Balanced Growth,Listed Equity,,Sika AG,13499.67994,5191953.257,0.00007492,,,CH0418792922
31/12/2024,Balanced Growth,Listed Equity,,Silergy Corp,19508.98225,387805.1662,0.0000056,,,KYG8190F1028
31/12/2024,Balanced Growth,Listed Equity,,Silex Systems Ltd,3809.217857,19236.55018,0.00000028,,,AU000000SLX4
31/12/2024,Balanced Growth,Listed Equity,,Sime Darby Bhd,162005.8401,138099.9234,0.00000199,,,MYL4197OO009
31/12/2024,Balanced Growth,Listed Equity,,Sims Ltd,2464542.168,29278760.96,0.00042247,,,AU000000SGM7
31/12/2024,Balanced Growth,Listed Equity,,Singapore Airlines Ltd,332969.4627,2538727.325,0.00003663,,,SG1V61937297
31/12/2024,Balanced Growth,Listed Equity,,Singapore Exchange Ltd,161029.5052,2428849.862,0.00003505,,,SG1J26887955
31/12/2024,Balanced Growth,Listed Equity,,Singapore Technologies Engineering Ltd,1040336.062,5739649.26,0.00008282,,,SG1F60858221
31/12/2024,Balanced Growth,Listed Equity,,Singapore Telecommunications Ltd,563365.2742,2054312.817,0.00002964,,,SG1T75931496
31/12/2024,Balanced Growth,Listed Equity,,Sino Biopharmaceutical Ltd,614532.9409,408877.0048,0.0000059,,,KYG8167W1380
31/12/2024,Balanced Growth,Listed Equity,,Sino Land Co Ltd,1226913.83,2002540.286,0.0000289,,,HK0083000502
31/12/2024,Balanced Growth,Listed Equity,,SinoPac Financial Holdings Co Ltd,4041011.211,4558909.5,0.00006578,,,TW0002890001
31/12/2024,Balanced Growth,Listed Equity,,Sinopharm Group Co Ltd,2183812.269,9671469.076,0.00013955,,,CNE100000FN7
31/12/2024,Balanced Growth,Listed Equity,,Sinotruk Hong Kong Ltd,48366.0185,229283.4596,0.00000331,,,HK3808041546
31/12/2024,Balanced Growth,Listed Equity,,SITC International Holdings Co Ltd,55065.94175,237001.4242,0.00000342,,,KYG8187G1055
31/12/2024,Balanced Growth,Listed Equity,,SiteMinder Ltd,926312.4229,5594927.034,0.00008073,,,AU0000183543
31/12/2024,Balanced Growth,Listed Equity,,Skandinaviska Enskilda Banken AB,290936.2342,6440777.479,0.00009294,,,SE0000148884
31/12/2024,Balanced Growth,Listed Equity,,Skanska AB,22889.94866,778596.4264,0.00001123,,,SE0000113250
31/12/2024,Balanced Growth,Listed Equity,,SK Biopharmaceuticals Co Ltd,1861.482056,226894.9505,0.00000327,,,KR7326030004
31/12/2024,Balanced Growth,Listed Equity,,SK Bioscience Co Ltd,1411.149716,78028.9139,0.00000113,,,KR7302440003
31/12/2024,Balanced Growth,Listed Equity,,SKC Co Ltd,1125.017976,129722.1405,0.00000187,,,KR7011790003
31/12/2024,Balanced Growth,Listed Equity,,Skellerup Holdings Ltd,124725.8515,583489.2615,0.00000842,,,NZSKXE0001S8
31/12/2024,Balanced Growth,Listed Equity,,SKF AB,12467.39089,378332.917,0.00000546,,,SE0000108227
31/12/2024,Balanced Growth,Listed Equity,,SK Hynix Inc,172561.7262,32922740.86,0.00047505,,,KR7000660001
31/12/2024,Balanced Growth,Listed Equity,,SK Inc,2175.251521,313824.7237,0.00000453,,,KR7034730002
31/12/2024,Balanced Growth,Listed Equity,,SK Innovation Co Ltd,3600.71046,442443.8329,0.00000638,,,KR7096770003
31/12/2024,Balanced Growth,Listed Equity,,SK Square Co Ltd,5160.125805,448937.001,0.00000648,,,KR7402340004
31/12/2024,Balanced Growth,Listed Equity,,SK Telecom Co Ltd,3170.209616,191990.1623,0.00000277,,,KR7017670001
31/12/2024,Balanced Growth,Listed Equity,,SKYCITY Entertainment Group Ltd,3835696.07,5024761.851,0.0000725,,,NZSKCE0001S2
31/12/2024,Balanced Growth,Listed Equity,,SKY Network Television Ltd,114094.898,271545.8573,0.00000392,,,NZSKTE0001S6
31/12/2024,Balanced Growth,Listed Equity,,Skyworks Solutions Inc,55535.75525,7954309.573,0.00011477,,,US83088M1027
31/12/2024,Balanced Growth,Listed Equity,,SmartGroup Corp Ltd,916801.5634,7123548.148,0.00010279,,,AU000000SIQ4
31/12/2024,Balanced Growth,Listed Equity,,SMC Corp,3177.471926,2030459.857,0.0000293,,,JP3162600005
31/12/2024,Balanced Growth,Listed Equity,,SM Investments Corp,12579.22918,315756.1943,0.00000456,,,PHY806761029
31/12/2024,Balanced Growth,Listed Equity,,Smith & Nephew PLC,46576.50384,934034.2769,0.00001348,,,GB0009223206
31/12/2024,Balanced Growth,Listed Equity,,Smiths Group PLC,61071.22159,2123535.362,0.00003064,,,GB00B1WY2338
31/12/2024,Balanced Growth,Listed Equity,,SM Prime Holdings Inc,594833.2572,417706.6524,0.00000603,,,PHY8076N1120
31/12/2024,Balanced Growth,Listed Equity,,Smurfit WestRock PLC,90577.8249,7880569.25,0.00011371,,,IE00028FXN24
31/12/2024,Balanced Growth,Listed Equity,,Snam SpA,87135.89521,623290.2944,0.00000899,,,IT0003153415
31/12/2024,Balanced Growth,Listed Equity,,Snap Inc,92619.96464,1611107.19,0.00002325,,,US83304A1060
31/12/2024,Balanced Growth,Listed Equity,,Snap-on Inc,7132.711472,3910866.337,0.00005643,,,US8330341012
31/12/2024,Balanced Growth,Listed Equity,,Snowflake Inc,31470.97475,7848555.628,0.00011325,,,US8334451098
31/12/2024,Balanced Growth,Listed Equity,,Sociedad Quimica y Minera de Chile SA,44324.66977,2602996.035,0.00003756,,,US8336351056
31/12/2024,Balanced Growth,Listed Equity,,Sociedad Quimica y Minera de Chile SA,8863.148373,526814.1,0.0000076,,,CLP8716X1082
31/12/2024,Balanced Growth,Listed Equity,,Societe Generale SA,763718.1677,34691006.62,0.00050056,,,FR0000130809
31/12/2024,Balanced Growth,Listed Equity,,Sodexo SA,15546.83942,2068408.491,0.00002985,,,FR0000121220
31/12/2024,Balanced Growth,Listed Equity,,Sofina SA,1325.427939,484130.8661,0.00000699,,,BE0003717312
31/12/2024,Balanced Growth,Listed Equity,,SoftBank Corp,3339926.521,6827059.133,0.00009851,,,JP3732000009
31/12/2024,Balanced Growth,Listed Equity,,SoftBank Group Corp,76538.62234,7224732.476,0.00010425,,,JP3436100006
31/12/2024,Balanced Growth,Listed Equity,,S-Oil Corp,2675.982065,160885.0491,0.00000232,,,KR7010950004
31/12/2024,Balanced Growth,Listed Equity,,Solventum Corp,21317.79234,2274494.654,0.00003282,,,US83444M1018
31/12/2024,Balanced Growth,Listed Equity,,Sompo Holdings Inc,72892.77243,3085590.084,0.00004452,,,JP3165000005
31/12/2024,Balanced Growth,Listed Equity,,Sona Blw Precision Forgings Ltd,24352.0871,273254.6815,0.00000394,,,INE073K01018
31/12/2024,Balanced Growth,Listed Equity,,Songtradr Inc,112660.3879,3878897.154,0.00005597,,,
31/12/2024,Balanced Growth,Listed Equity,,Sonic Healthcare Ltd,1650613.518,44583071.12,0.0006433,,,AU000000SHL7
31/12/2024,Balanced Growth,Listed Equity,,Sonova Holding AG,15952.85577,8424147.291,0.00012155,,,CH0012549785
31/12/2024,Balanced Growth,Listed Equity,,Sony Group Corp,572176.8397,19810400.44,0.00028585,,,JP3435000009
31/12/2024,Balanced Growth,Listed Equity,,South32 Ltd,18232296.93,61989809.56,0.00089447,,,AU000000S320
31/12/2024,Balanced Growth,Listed Equity,,Southern Copper Corp,5059.1662,744636.7075,0.00001074,,,US84265V1052
31/12/2024,Balanced Growth,Listed Equity,,Southern Co/The,77712.84368,10332425.57,0.00014909,,,US8425871071
31/12/2024,Balanced Growth,Listed Equity,,Southwest Airlines Co,10567.45372,573815.3833,0.00000828,,,US8447411088
31/12/2024,Balanced Growth,Listed Equity,,Spark New Zealand Ltd,930072.0029,2501893.688,0.0000361,,,NZTELE0001S4
31/12/2024,Balanced Growth,Listed Equity,,Spartan Resources Ltd/Australia,6191.458038,8729.955833,0.00000013,,,AU0000294233
31/12/2024,Balanced Growth,Listed Equity,,Spectris PLC,78911.86791,4003288.314,0.00005776,,,GB0003308607
31/12/2024,Balanced Growth,Listed Equity,,S&P Global Inc,40782.42037,32804439.67,0.00047334,,,US78409V1044
31/12/2024,Balanced Growth,Listed Equity,,Spirax Group PLC,19202.81808,2662682.843,0.00003842,,,GB00BWFGQN14
31/12/2024,Balanced Growth,Listed Equity,,Spotify Technology SA,60776.5632,43915398.27,0.00063367,,,LU1778762911
31/12/2024,Balanced Growth,Listed Equity,,Spring Airlines Co Ltd,3088.92219,39416.91506,0.00000057,,,CNE100001V45
31/12/2024,Balanced Growth,Listed Equity,,SRF Ltd,7319.932715,309042.3081,0.00000446,,,INE647A01010
31/12/2024,Balanced Growth,Listed Equity,,SRG Global Ltd,1272851.297,1762899.05,0.00002544,,,AU0000032914
31/12/2024,Balanced Growth,Listed Equity,,SS&C Technologies Holdings Inc,36189.93489,4429416.555,0.00006391,,,US78467J1007
31/12/2024,Balanced Growth,Listed Equity,,SSE PLC,48415.98443,1570869.628,0.00002267,,,GB0007908733
31/12/2024,Balanced Growth,Listed Equity,,SSR Mining Inc,122562.3191,1337154.901,0.00001929,,,AU0000091407
31/12/2024,Balanced Growth,Listed Equity,,Standard Bank Group Ltd,446563.1741,8476141.761,0.0001223,,,ZAE000109815
31/12/2024,Balanced Growth,Listed Equity,,Standard Chartered PLC,302955.9364,6058248.53,0.00008742,,,GB0004082847
31/12/2024,Balanced Growth,Listed Equity,,Stanley Black & Decker Inc,15386.80305,1995326.516,0.00002879,,,US8545021011
31/12/2024,Balanced Growth,Listed Equity,,Stanmore Resources Ltd,1433182.039,4313877.937,0.00006225,,,AU000000SMR4
31/12/2024,Balanced Growth,Listed Equity,,Stantec Inc,13314.31318,1686302.437,0.00002433,,,CA85472N1096
31/12/2024,Balanced Growth,Listed Equity,,Starbucks Corp,111354.2639,16411332.6,0.0002368,,,US8552441094
31/12/2024,Balanced Growth,Listed Equity,,Star Entertainment Grp Ltd/The,8967736.993,1703870.029,0.00002459,,,AU000000SGR6
31/12/2024,Balanced Growth,Listed Equity,,State Bank of India,101946.7804,1528881.388,0.00002206,,,INE062A01020
31/12/2024,Balanced Growth,Listed Equity,,State Street Corp,40029.60653,6345644.646,0.00009156,,,US8574771031
31/12/2024,Balanced Growth,Listed Equity,,Steadfast Group Ltd,3789566.726,21979487.01,0.00031715,,,AU000000SDF8
31/12/2024,Balanced Growth,Listed Equity,,Steel Dynamics Inc,11349.97999,2091080.057,0.00003017,,,US8581191009
31/12/2024,Balanced Growth,Listed Equity,,Stellantis NV,303742.8257,6395665.964,0.00009228,,,NL00150001Q9
31/12/2024,Balanced Growth,Listed Equity,,Step One Clothing Ltd,397628.9043,501012.4194,0.00000723,,,AU0000181174
31/12/2024,Balanced Growth,Listed Equity,,STERIS PLC,14080.13447,4674654.672,0.00006745,,,IE00BFY8C754
31/12/2024,Balanced Growth,Listed Equity,,St James's Place PLC,470239.2059,8256302.063,0.00011913,,,GB0007669376
31/12/2024,Balanced Growth,Listed Equity,,STMicroelectronics NV,380718.5407,15456717.88,0.00022303,,,NL0000226223
31/12/2024,Balanced Growth,Listed Equity,,StoneCo Ltd,14498.42531,186630.7847,0.00000269,,,KYG851581069
31/12/2024,Balanced Growth,Listed Equity,,Stora Enso Oyj,27249.54812,442884.2317,0.00000639,,,FI0009005961
31/12/2024,Balanced Growth,Listed Equity,,Straumann Holding AG,7729.207548,1573790.94,0.00002271,,,CH1175448666
31/12/2024,Balanced Growth,Listed Equity,,Strike Energy Ltd,28426.65275,5969.597077,0.00000009,,,AU000000STX7
31/12/2024,Balanced Growth,Listed Equity,,Stryker Corp,48647.48842,28289636.12,0.0004082,,,US8636671013
31/12/2024,Balanced Growth,Listed Equity,,Subaru Corp,244898.6336,7099886.683,0.00010245,,,JP3814800003
31/12/2024,Balanced Growth,Listed Equity,,Sumber Alfaria Trijaya Tbk PT,987073.2145,282297.6313,0.00000407,,,ID1000128705
31/12/2024,Balanced Growth,Listed Equity,,Sumitomo Corp,168556.9681,5938127.15,0.00008568,,,JP3404600003
31/12/2024,Balanced Growth,Listed Equity,,Sumitomo Electric Industries Ltd,275884.8389,8090356.897,0.00011674,,,JP3407400005
31/12/2024,Balanced Growth,Listed Equity,,Sumitomo Metal Mining Co Ltd,20223.80634,750918.5407,0.00001084,,,JP3402600005
31/12/2024,Balanced Growth,Listed Equity,,Sumitomo Mitsui Financial Group Inc,1251350.984,48405055.56,0.00069845,,,JP3890350006
31/12/2024,Balanced Growth,Listed Equity,,Sumitomo Mitsui Trust Group Inc,47344.593,1796362.782,0.00002592,,,JP3892100003
31/12/2024,Balanced Growth,Listed Equity,,Sumitomo Realty & Development Co Ltd,25635.88879,1301479.392,0.00001878,,,JP3409000001
31/12/2024,Balanced Growth,Listed Equity,,Suncor Energy Inc,507447.8824,29240047.13,0.00042191,,,CA8672241079
31/12/2024,Balanced Growth,Listed Equity,,Suncorp Group Ltd,8117797.385,154319328.3,0.00222671,,,AU000000SUN6
31/12/2024,Balanced Growth,Listed Equity,,Sundaram Finance Ltd,3876.597348,303039.6544,0.00000437,,,INE660A01013
31/12/2024,Balanced Growth,Listed Equity,,Sungrow Power Supply Co Ltd,7454.056968,121773.0919,0.00000176,,,CNE1000018M7
31/12/2024,Balanced Growth,Listed Equity,,Sun Hung Kai Properties Ltd,114696.2315,1780231.592,0.00002569,,,HK0016000132
31/12/2024,Balanced Growth,Listed Equity,,Sun Life Financial Inc,53116.9032,5091208.477,0.00007346,,,CA8667961053
31/12/2024,Balanced Growth,Listed Equity,,Sunny Optical Technology Group Co Ltd,42572.96389,609446.1964,0.00000879,,,KYG8586D1097
31/12/2024,Balanced Growth,Listed Equity,,Sun Pharmaceutical Industries Ltd,55155.18711,1962768.612,0.00002832,,,INE044A01036
31/12/2024,Balanced Growth,Listed Equity,,Suntory Beverage & Food Ltd,18874.26121,972365.7023,0.00001403,,,JP3336560002
31/12/2024,Balanced Growth,Listed Equity,,Sunway Bhd,131441.7679,227415.2957,0.00000328,,,MYL5211OO007
31/12/2024,Balanced Growth,Listed Equity,,Sunwoda Electronic Co Ltd,13575.00015,67013.9393,0.00000097,,,CNE100001260
31/12/2024,Balanced Growth,Listed Equity,,SUPCON Technology Co Ltd,3675.817406,40399.29799,0.00000058,,,CNE100005D92
31/12/2024,Balanced Growth,Listed Equity,,Superloop Ltd,28638.64631,62718.63541,0.0000009,,,AU000000SLC8
31/12/2024,Balanced Growth,Listed Equity,,Super Micro Computer Inc,63518.82892,3126954.551,0.00004512,,,US86800U3023
31/12/2024,Balanced Growth,Listed Equity,,Super Retail Group Ltd,1143104.04,17352319.32,0.00025038,,,AU000000SUL0
31/12/2024,Balanced Growth,Listed Equity,,Supply Network Ltd,14673.76407,484234.2143,0.00000699,,,AU000000SNL5
31/12/2024,Balanced Growth,Listed Equity,,Supreme Industries Ltd,3609.974591,320120.3536,0.00000462,,,INE195A01028
31/12/2024,Balanced Growth,Listed Equity,,Suzano SA,779656.1176,12592664.28,0.0001817,,,BRSUZBACNOR0
31/12/2024,Balanced Growth,Listed Equity,,Suzhou Dongshan Precision Manufacturing Co Ltd,4633.383285,29936.89906,0.00000043,,,CNE100000N79
31/12/2024,Balanced Growth,Listed Equity,,Suzhou Maxwell Technologies Co Ltd,536.497012,12482.52153,0.00000018,,,CNE100003FS0
31/12/2024,Balanced Growth,Listed Equity,,Suzlon Energy Ltd,565134.8661,663349.761,0.00000957,,,INE040H01021
31/12/2024,Balanced Growth,Listed Equity,,Suzuki Motor Corp,234939.8832,4321870.483,0.00006236,,,JP3397200001
31/12/2024,Balanced Growth,Listed Equity,,Svenska Cellulosa AB SCA,22370.22468,459264.9434,0.00000663,,,SE0000112724
31/12/2024,Balanced Growth,Listed Equity,,Svenska Handelsbanken AB,107550.8624,1795358.595,0.00002591,,,SE0007100599
31/12/2024,Balanced Growth,Listed Equity,,Swatch Group AG/The,3323.604699,977347.8668,0.0000141,,,CH0012255151
31/12/2024,Balanced Growth,Listed Equity,,Swedbank AB,62655.61338,1999332.034,0.00002885,,,SE0000242455
31/12/2024,Balanced Growth,Listed Equity,,Swedish Orphan Biovitrum AB,8289.478524,384596.5056,0.00000555,,,SE0000872095
31/12/2024,Balanced Growth,Listed Equity,,Swire Pacific Ltd,26561.176,389068.2882,0.00000561,,,HK0019000162
31/12/2024,Balanced Growth,Listed Equity,,Swisscom AG,4922.27699,4425711.307,0.00006386,,,CH0008742519
31/12/2024,Balanced Growth,Listed Equity,,Swiss Life Holding AG,1971.311454,2457881.307,0.00003547,,,CH0014852781
31/12/2024,Balanced Growth,Listed Equity,,Swiss Prime Site AG,14069.49405,2477372.346,0.00003575,,,CH0008038389
31/12/2024,Balanced Growth,Listed Equity,,Swiss Re AG,29207.56886,6829440.186,0.00009854,,,CH0126881561
31/12/2024,Balanced Growth,Listed Equity,,Syensqo SA,2751.608474,324712.6605,0.00000469,,,BE0974464977
31/12/2024,Balanced Growth,Listed Equity,,Symbotic Inc,140709.5856,5388394.21,0.00007775,,,US87151X1019
31/12/2024,Balanced Growth,Listed Equity,,Symrise AG,14775.20147,2536567.241,0.0000366,,,DE000SYM9999
31/12/2024,Balanced Growth,Listed Equity,,Synchrony Financial,204007.6794,21417264.25,0.00030903,,,US87165B1035
31/12/2024,Balanced Growth,Listed Equity,,Synnex Technology International Corp,538857.0752,1879499.789,0.00002712,,,TW0002347002
31/12/2024,Balanced Growth,Listed Equity,,Synopsys Inc,51345.68363,40250570.95,0.00058078,,,US8716071076
31/12/2024,Balanced Growth,Listed Equity,,Syrah Resources Ltd,29620.79551,6072.263537,0.00000009,,,AU000000SYR9
31/12/2024,Balanced Growth,Listed Equity,,Sysco Corp,58237.67394,7191880.077,0.00010377,,,US8718291078
31/12/2024,Balanced Growth,Listed Equity,,Sysmex Corp,50384.05338,1510139.45,0.00002179,,,JP3351100007
31/12/2024,Balanced Growth,Listed Equity,,Tabcorp Holdings Ltd,9066657.223,5122661.335,0.00007392,,,AU000000TAH8
31/12/2024,Balanced Growth,Listed Equity,,Taisei Corp,16530.78457,1127867.557,0.00001627,,,JP3443600006
31/12/2024,Balanced Growth,Listed Equity,,Taishin Financial Holding Co Ltd,698925.1971,599122.1567,0.00000864,,,TW0002887007
31/12/2024,Balanced Growth,Listed Equity,,Taiwan Business Bank,408366.8937,298753.092,0.00000431,,,TW0002834009
31/12/2024,Balanced Growth,Listed Equity,,Taiwan Cooperative Financial Holding Co Ltd,636184.1229,761595.7844,0.00001099,,,TW0005880009
31/12/2024,Balanced Growth,Listed Equity,,Taiwan High Speed Rail Corp,117053.8935,160312.0215,0.00000231,,,TW0002633005
31/12/2024,Balanced Growth,Listed Equity,,Taiwan Mobile Co Ltd,321861.1248,1799698.769,0.00002597,,,TW0003045001
31/12/2024,Balanced Growth,Listed Equity,,Taiwan Semiconductor Manufacturing Co Ltd,3988805.179,211245138.4,0.00304811,,,TW0002330008
31/12/2024,Balanced Growth,Listed Equity,,Taiwan Semiconductor Manufacturing Co Ltd,716041.0073,228395281.5,0.00329557,,,US8740391003
31/12/2024,Balanced Growth,Listed Equity,,Takeda Pharmaceutical Co Ltd,223229.5007,9591658.855,0.0001384,,,JP3463000004
31/12/2024,Balanced Growth,Listed Equity,,Take-Two Interactive Software Inc,15707.05805,4669878.458,0.00006738,,,US8740541094
31/12/2024,Balanced Growth,Listed Equity,,Talaat Moustafa Group,54058.57694,96191.45936,0.00000139,,,EGS691S1C011
31/12/2024,Balanced Growth,Listed Equity,,Talanx AG,9823.211135,1349631.048,0.00001947,,,DE000TLX1005
31/12/2024,Balanced Growth,Listed Equity,,TAL Education Group,26814.28323,433948.3475,0.00000626,,,US8740801043
31/12/2024,Balanced Growth,Listed Equity,,Targa Resources Corp,37032.24713,10676340.32,0.00015405,,,US87612G1013
31/12/2024,Balanced Growth,Listed Equity,,Target Corp,55175.95001,12046652.54,0.00017382,,,US87612E1064
31/12/2024,Balanced Growth,Listed Equity,,Tata Communications Ltd,6508.684204,209155.9938,0.00000302,,,INE151A01013
31/12/2024,Balanced Growth,Listed Equity,,Tata Consultancy Services Ltd,216306.2634,16709453.86,0.0002411,,,INE467B01029
31/12/2024,Balanced Growth,Listed Equity,,Tata Consumer Products Ltd,34562.26315,596405.0591,0.00000861,,,INE192A01025
31/12/2024,Balanced Growth,Listed Equity,,Tata Elxsi Ltd,2035.437148,260979.6705,0.00000377,,,INE670A01012
31/12/2024,Balanced Growth,Listed Equity,,Tata Motors Ltd,120662.4998,1684816.189,0.00002431,,,INE155A01022
31/12/2024,Balanced Growth,Listed Equity,,Tata Steel Ltd,437897.5406,1140431.966,0.00001646,,,INE081A01020
31/12/2024,Balanced Growth,Listed Equity,,Taylor Wimpey PLC,720636.74,1779832.272,0.00002568,,,GB0008782301
31/12/2024,Balanced Growth,Listed Equity,,TCC Group Holdings Co Ltd,401934.4989,627696.8929,0.00000906,,,TW0001101004
31/12/2024,Balanced Growth,Listed Equity,,TC Energy Corp,46986.6083,3534831.237,0.000051,,,CA87807B1076
